sleeve,n,tickers,ann_ret,ann_vol,sharpe,last_1m,last_3m
aerospace_defense,7,"NOC,GD,HII,CW,HEI,TDG,SPR",0.11574693552083673,1.1264763536802935,0.1027513228685908,-0.023165841783002027,0.04141737412586266
cyclical,3,"CAT,BA,SCHW",0.10127667724021663,0.8675992354189138,0.1167320960020394,-0.050685009353453825,-0.010329823102979445
emerging_growth,5,"TSLA,ENPH,SEDG,REGN,XBI",0.08842404376580272,0.751897756407567,0.11760115389661088,-0.11805855580133087,-0.026049270299270236
growth_ai,5,"SMCI,NVDA,AMD,PLTR,CRWD",0.1478026677242866,0.6387750241661418,0.23138454406107767,-0.024289907160495512,0.13245833805056065
launch_services,4,"RKLB,ASTS,BKSY,SPCX",0.11299627018522108,0.7894130710632121,0.14313959868061638,-0.3563129727487255,-0.18632841947628032
maritime_launch,2,"TDW,VAL",-0.054753702700817766,0.5566188286344944,-0.09836839841573516,0.05807365932271942,-0.1568805842393361
quality_growth,3,"MSFT,GOOGL,HPQ",0.14543419396648238,0.312177190524224,0.46587066057664817,0.11073804608286421,0.08001861510015448
starlink_supply,11,"MCHP,TTMI,MTSI,STM,LRCX,AMAT,INTC,SATS,MU,IRDM,GSAT",0.13809872155834554,0.5880403760035755,0.2348456452886593,-0.16133126988701402,-0.005771778186266174
thematic,3,"ARKK,QQQ,VUG",0.07773970782451033,0.9982712562700143,0.07787433258869986,-0.06564793428461106,-0.026423478334905694
