ann_ret,ann_vol,sharpe,max_dd,strategy,n_days,model_ann_ret,model_ann_vol,model_sharpe,baseline_ann_ret,baseline_ann_vol,baseline_sharpe,excess_ann_ret,info_ratio,win_rate_vs_baseline,dir_agreement
0.12319889872201549,0.2129645931240797,0.5784947484215652,-0.5529460240986914,quality,,,,,,,,,,,
0.06790943070823306,0.24226421777120663,0.28031143572496725,-0.8422619047619048,value,,,,,,,,,,,
0.06385514454966328,0.39787520926354136,0.16049038256959464,-0.9356830442835623,dual,,,,,,,,,,,
0.0810325893354971,0.15365897656141553,0.5273534364789252,-0.5935909018099588,low_vol,,,,,,,,,,,
0.052660906928031395,0.20914771816181396,0.25178810168652455,-0.578834445335815,dividend,,,,,,,,,,,
0.0794038472281939,0.41437182405061895,0.191624629425803,-0.59615294459079,defensive_idx,,,,,,,,,,,
0.06339892848403336,0.23794717913149355,0.2664411854573744,-0.6264403076093777,rotation,,,,,,,,,,,
0.0794038472281939,0.41437182405061895,0.191624629425803,-0.59615294459079,static_defensive,,,,,,,,,,,
,,,,rotation_vs_static_OOS_2y,504.0,0.0904,0.5399,0.0934,0.1038,2.1791,0.0293,-0.0134,-0.0081,0.5099,0.9008
