date,ticker,close,volume,ratio,ret,suspected_split
2021-02-10,GSAT,36.0,20656793.0,1.9512194315088192,0.9512194315088192,~2
2016-06-06,GSAT,16.049999237060547,2256507.0,0.5119616919222539,-0.48803830807774606,~0.5
2009-03-02,C,12.0,107799620.0,0.48780487048443943,-0.5121951295155606,~0.5
1997-01-13,REGN,9.375,5630400.0,0.49019607843137253,-0.5098039215686274,~0.5
1989-01-19,SHEL,14.6875,6929600.0,2.0,1.0,~2
1969-06-16,MCD,0.2695469856262207,850500.0,0.502878661210699,-0.497121338789301,~0.5
1968-05-22,MCD,0.4351849853992462,777600.0,0.5071938208040683,-0.4928061791959317,~0.5
