state_id,regime,n_days,pct_time,mean_ret_ann,mean_vol,mean_avg_corr,median_ret
2,low_vol,6471,0.4787659070730986,0.13950416847121272,0.0918647513100554,0.1657594506815046,0.0007598826124010277
0,normal,5320,0.3936075762059781,0.06490627634427898,0.15160056660484744,0.25348427675166374,0.0007020457049943135
1,high_vol_stress,1725,0.12762651672092334,0.004076450397139427,0.3803054266262116,0.39591923867351725,0.000566001131775895
