date,close,rsi14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,sma20,sma50,sma_cross,above_sma20,above_sma50,ticker
2026-08-03,71.845,43.07,0.317945,0.782101,-0.464156,76.1798,72.1657,-0.08,74.1728,71.7873,0,False,True,ES
2026-08-03,284.7,44.09,0.354947,2.261043,-1.906096,301.7831,283.5759,0.062,292.6795,285.3743,0,False,False,ESS
2026-08-03,430.31,58.52,-0.486935,-2.013989,1.527053,430.184,374.365,1.002,402.2745,404.4442,0,True,True,ETN
2026-08-03,108.38,37.85,-1.127645,-0.272593,-0.855052,118.6265,107.3505,0.091,112.9885,112.1502,0,False,False,ETR
2026-08-03,83.14,40.23,-0.30154,0.172641,-0.474182,88.0382,82.9478,0.038,85.493,84.5183,0,False,False,EVRG
2026-08-03,88.645,55.35,-0.705847,-0.799451,0.093604,94.8548,80.0657,0.58,87.4602,87.7041,-1,True,True,EW
2026-08-03,45.585,43.26,-0.052625,0.112389,-0.165014,47.9808,45.2857,0.111,46.6332,46.1841,0,False,False,EXC
2026-08-03,94.65,61.94,0.880857,0.200899,0.679958,94.848,85.079,0.98,89.9635,90.2728,0,True,True,EXE
2026-08-03,167.39,43.87,0.802157,2.473119,-1.670962,184.2511,162.6469,0.22,173.449,166.4979,0,False,True,EXPD
2026-08-03,299.84,67.81,11.634667,9.111395,2.523272,303.5858,244.6262,0.936,274.106,252.372,0,True,True,EXPE
2026-08-03,149.17,54.18,1.056722,0.896612,0.160111,152.5262,141.6828,0.69,147.1045,145.9613,0,True,True,EXR
2026-08-03,14.46,51.69,0.184687,0.127716,0.056971,15.2045,13.3135,0.606,14.259,14.5548,0,True,False,F
2026-08-03,198.54,53.04,5.778701,5.375979,0.402723,209.3557,179.1583,0.642,194.257,185.6927,0,True,True,FANG
2026-08-03,47.805,57.83,0.410474,0.227117,0.183357,48.5062,44.1893,0.838,46.3477,46.0165,0,True,True,FAST
2026-08-03,62.859,51.82,-0.042903,-0.355719,0.312817,65.278,57.0785,0.705,61.1783,63.5175,0,True,False,FCX
2026-08-03,268.67,57.39,7.640908,6.80365,0.837259,281.0784,234.4786,0.734,257.7785,245.9277,0,True,True,FDS
2026-08-03,306.91,42.57,-2.550101,-1.999433,-0.550668,320.0468,304.7612,0.141,312.404,319.864,0,False,False,FDX
2026-08-03,48.51,50.41,0.348388,0.482775,-0.134387,49.9756,47.5524,0.395,48.764,47.5638,0,False,True,FE
2026-08-03,405.36,51.52,-0.924645,1.037353,-1.961998,436.8482,381.1278,0.435,408.988,401.475,0,False,True,FFIV
