strategy,ticker,weight,rc_pct_var,port_vol,port_ret
EW,AMAT,0.023255813953488372,0.04675829258522157,4.148770380471959,0.3051397978057833
EW,AMD,0.023255813953488372,0.02281112065684222,4.148770380471959,0.3051397978057833
EW,ARKK,0.023255813953488372,0.005986939392383384,4.148770380471959,0.3051397978057833
EW,ASTS,0.023255813953488372,0.012975694012567266,4.148770380471959,0.3051397978057833
EW,BA,0.023255813953488372,0.029271201218168248,4.148770380471959,0.3051397978057833
EW,BKSY,0.023255813953488372,-0.008949891574703746,4.148770380471959,0.3051397978057833
EW,CAT,0.023255813953488372,0.06777240546626163,4.148770380471959,0.3051397978057833
EW,CRWD,0.023255813953488372,0.023796970272464937,4.148770380471959,0.3051397978057833
EW,CW,0.023255813953488372,0.0655544184112839,4.148770380471959,0.3051397978057833
EW,ENPH,0.023255813953488372,0.00032619486021326436,4.148770380471959,0.3051397978057833
EW,GD,0.023255813953488372,0.051459622923691814,4.148770380471959,0.3051397978057833
EW,GOOGL,0.023255813953488372,0.031060861898277548,4.148770380471959,0.3051397978057833
EW,GSAT,0.023255813953488372,0.005136372297011368,4.148770380471959,0.3051397978057833
EW,HEI,0.023255813953488372,0.049329904675059794,4.148770380471959,0.3051397978057833
EW,HII,0.023255813953488372,0.04132044456643105,4.148770380471959,0.3051397978057833
EW,HPQ,0.023255813953488372,-0.017044469612061162,4.148770380471959,0.3051397978057833
EW,INTC,0.023255813953488372,0.018723003846921698,4.148770380471959,0.3051397978057833
EW,IRDM,0.023255813953488372,-0.02688955698925236,4.148770380471959,0.3051397978057833
EW,LRCX,0.023255813953488372,0.04663004337724143,4.148770380471959,0.3051397978057833
EW,MCHP,0.023255813953488372,0.008576848872266786,4.148770380471959,0.3051397978057833
EW,MSFT,0.023255813953488372,-0.006306263067033077,4.148770380471959,0.3051397978057833
EW,MTSI,0.023255813953488372,0.04268094159820257,4.148770380471959,0.3051397978057833
EW,MU,0.023255813953488372,0.07669696869503964,4.148770380471959,0.3051397978057833
EW,NOC,0.023255813953488372,0.04998240889095209,4.148770380471959,0.3051397978057833
EW,NVDA,0.023255813953488372,0.0016367793370826477,4.148770380471959,0.3051397978057833
EW,PLTR,0.023255813953488372,0.016687582105812806,4.148770380471959,0.3051397978057833
EW,QQQ,0.023255813953488372,0.0664709511588695,4.148770380471959,0.3051397978057833
EW,REGN,0.023255813953488372,0.05957290041313263,4.148770380471959,0.3051397978057833
EW,RKLB,0.023255813953488372,0.02911180304669992,4.148770380471959,0.3051397978057833
EW,SATS,0.023255813953488372,-1.9138836516662377e-06,4.148770380471959,0.3051397978057833
EW,SCHW,0.023255813953488372,0.008911294186945392,4.148770380471959,0.3051397978057833
EW,SEDG,0.023255813953488372,-0.006683502620911653,4.148770380471959,0.3051397978057833
EW,SMCI,0.023255813953488372,0.006790351656338301,4.148770380471959,0.3051397978057833
EW,SPCX,0.023255813953488372,0.0035247681163880105,4.148770380471959,0.3051397978057833
EW,SPR,0.023255813953488372,3.3448226052127233e-06,4.148770380471959,0.3051397978057833
EW,STM,0.023255813953488372,0.0024037135013353747,4.148770380471959,0.3051397978057833
EW,TDG,0.023255813953488372,0.08249001119375421,4.148770380471959,0.3051397978057833
EW,TDW,0.023255813953488372,0.013179077709752138,4.148770380471959,0.3051397978057833
EW,TSLA,0.023255813953488372,0.002455395480190799,4.148770380471959,0.3051397978057833
EW,TTMI,0.023255813953488372,0.027124791888040477,4.148770380471959,0.3051397978057833
EW,VAL,0.023255813953488372,0.011477886624771427,4.148770380471959,0.3051397978057833
EW,VUG,0.023255813953488372,0.013974686473027754,4.148770380471959,0.3051397978057833
EW,XBI,0.023255813953488372,0.023209601516364843,4.148770380471959,0.3051397978057833
ERC_SLSQP,AMAT,0.019999999999912657,0.04650327980604774,3.579368215617202,0.1909206871002621
ERC_SLSQP,AMD,0.019999999999867978,0.022834453038213964,3.579368215617202,0.1909206871002621
ERC_SLSQP,ARKK,0.019999999999867978,0.0059651100463091146,3.579368215617202,0.1909206871002621
ERC_SLSQP,ASTS,0.019999999999867978,0.013040156987810173,3.579368215617202,0.1909206871002621
ERC_SLSQP,BA,0.019999999999867978,0.02908023017106009,3.579368215617202,0.1909206871002621
ERC_SLSQP,BKSY,0.020000000000387246,-0.008733099900615089,3.579368215617202,0.1909206871002621
ERC_SLSQP,CAT,0.01999999999999119,0.06727635012243256,3.579368215617202,0.1909206871002621
ERC_SLSQP,CRWD,0.019999999999867978,0.02370268086400035,3.579368215617202,0.1909206871002621
ERC_SLSQP,CW,0.01999999999989801,0.06502305315799962,3.579368215617202,0.1909206871002621
ERC_SLSQP,ENPH,0.1590637221601015,0.005412062715599362,3.579368215617202,0.1909206871002621
ERC_SLSQP,GD,0.019999999999867978,0.05100074120568438,3.579368215617202,0.1909206871002621
ERC_SLSQP,GOOGL,0.019999999999867978,0.030890154250578776,3.579368215617202,0.1909206871002621
ERC_SLSQP,GSAT,0.019999999999867978,0.005108402117587286,3.579368215617202,0.1909206871002621
