universe,ticker,window,vol,ann_ret,sharpe,max_dd,beta,vol_stability
portfolio,MOS,63,1.3285980316323793,-0.1802700220718803,-0.1356843964689545,-0.31823983594855787,0.8666511192919355,0.2086193508594438
portfolio,T,63,1.8014765719282553,-0.4180971652144846,-0.23208581878306853,-0.37741740042567284,1.105196467728182,0.14226517357641094
portfolio,HMC,63,1.9151883634592217,0.869994152438668,0.4542603584261971,-0.39267125360187194,1.2859292182255404,0.17340765720656923
portfolio,KHC,63,2.0780337224682683,0.5775227355764236,0.27791788426342173,-0.41949161774501265,1.3791955826627014,0.4446684790308552
portfolio,SMCI,63,2.1048102691885524,0.0014370726029377997,0.0006827563624021184,-0.5568396145224495,-0.9881955503015946,0.37001476136619593
portfolio,BAYRY,63,2.367464662634792,0.9295946503431542,0.39265407632677923,-0.5175898458674231,-1.3884721841633014,0.30284181598436977
portfolio,PFE,63,2.8039610905307053,-0.22792207169604908,-0.08128574696195599,-0.4689177707149418,1.8879750774014494,0.20204666861660978
portfolio,CAG,63,5.710668651029969,0.20738681956257277,0.03631568074347454,-0.7193665195389383,3.8517202691550976,0.48329914968008575
