mean_entropy,std_entropy,pct_uncertain,n_spells,mean_spell_len,vol_lead_0,corr_lead_0,vol_lead_1,corr_lead_1,vol_lead_2,corr_lead_2,vol_lead_3,corr_lead_3,vol_lead_4,corr_lead_4,vol_lead_5,corr_lead_5,vol_lead_6,corr_lead_6,vol_lead_7,corr_lead_7,vol_lead_8,corr_lead_8,vol_lead_9,corr_lead_9,vol_lead_10,corr_lead_10
0.02823955447986505,0.1068794536683989,0.029166666666666667,5,1.4,-0.09303328126109463,-0.08359743264485012,-0.09248046700689891,-0.08327793300494586,-0.0912406624491819,-0.07948478299150116,-0.09074015474552612,-0.07600022072736301,-0.094935656674296,-0.07733683696167493,-0.10297311714678563,-0.08642754609450197,-0.10134038534725537,-0.09182106262020776,-0.09292407906841015,-0.08736209732406273,-0.09895877970398803,-0.08281510633272422,-0.09644881092637533,-0.09320156143859958,-0.097172719789455,-0.09289131444910546
