date,avg_pairwise_corr,mkt_vol21,crisis
1972-11-17T00:00:00.000,0.11192497973978907,0.0830516008235845,false
1972-11-20T00:00:00.000,0.10523600877737305,0.07998115460623809,false
1972-11-21T00:00:00.000,0.09578745257001715,0.0793630737356283,false
1972-11-22T00:00:00.000,0.08880875927043612,0.07546899553445387,false
1972-11-24T00:00:00.000,0.07652046867787912,0.07489242200841167,false
1972-11-27T00:00:00.000,0.07378307130057808,0.07844925816797423,false
1972-11-28T00:00:00.000,0.08757294283534323,0.08168110471928937,false
1972-11-29T00:00:00.000,0.09952772730356564,0.08368113263156896,false
1972-11-30T00:00:00.000,0.10807694405950578,0.0837946566449096,false
1972-12-01T00:00:00.000,0.10933809450923863,0.07510463056204496,false
1972-12-04T00:00:00.000,0.09177823975216969,0.06806048404569298,false
1972-12-05T00:00:00.000,0.07360384640473441,0.0682049774090884,false
1972-12-06T00:00:00.000,0.07608355904347079,0.0643752857923993,false
1972-12-07T00:00:00.000,0.06657689710389768,0.06456728713892038,false
1972-12-08T00:00:00.000,0.07175989450213482,0.0596337369039478,false
1972-12-11T00:00:00.000,0.06341455274551042,0.059166039424567274,false
1972-12-12T00:00:00.000,0.06357362764536949,0.060319942028439634,false
1972-12-13T00:00:00.000,0.06846539685690398,0.061525723621171875,false
1972-12-14T00:00:00.000,0.07018240765012253,0.060953877696139774,false
1972-12-15T00:00:00.000,0.07384423718068846,0.0607825162450781,false
1972-12-18T00:00:00.000,0.07669086276539765,0.07024349045690251,false
1972-12-19T00:00:00.000,0.10749577046923785,0.06926912532458351,false
1972-12-20T00:00:00.000,0.1076399524096245,0.06911422441595297,false
1972-12-21T00:00:00.000,0.11294899679437934,0.06732504978885209,false
1972-12-22T00:00:00.000,0.11793560083872603,0.06604576734335373,false
1972-12-26T00:00:00.000,0.11966523264251273,0.06585552080214924,false
1972-12-27T00:00:00.000,0.12094376485803969,0.06519344156606506,false
1972-12-29T00:00:00.000,0.11541081424659472,0.07554693524797274,false
1973-01-02T00:00:00.000,0.16291727837537925,0.0762056513794071,false
1973-01-03T00:00:00.000,0.15661740280056935,0.07937928011269409,false
1973-01-04T00:00:00.000,0.16130621019685096,0.07703022745774749,false
1973-01-05T00:00:00.000,0.14790418752063905,0.07582815778669835,false
1973-01-08T00:00:00.000,0.14107713677784223,0.07643795433559372,false
1973-01-09T00:00:00.000,0.14019642412601618,0.07604450026754601,false
1973-01-10T00:00:00.000,0.14328376494231485,0.07558885569880662,false
1973-01-11T00:00:00.000,0.13789174832902373,0.08019005857932007,false
1973-01-12T00:00:00.000,0.16003908843636114,0.0839082765954074,false
1973-01-15T00:00:00.000,0.16597569065811832,0.09165108428470736,false
1973-01-16T00:00:00.000,0.19029364804096727,0.09143797341494116,false
1973-01-17T00:00:00.000,0.1921393226118267,0.09155991750700374,false
1973-01-18T00:00:00.000,0.18848910799298785,0.0916447110628084,false
1973-01-19T00:00:00.000,0.18652804148152624,0.08648809113950325,false
1973-01-22T00:00:00.000,0.16583143280335838,0.08766596596549289,false
1973-01-23T00:00:00.000,0.16913020088302524,0.08752000974683553,false
1973-01-24T00:00:00.000,0.16325737361565848,0.10014167124901224,false
1973-01-26T00:00:00.000,0.1924630715448055,0.10035263841494506,false
1973-01-29T00:00:00.000,0.1823898296058336,0.10144015310966746,false
1973-01-30T00:00:00.000,0.17810078097235357,0.10080521653472538,false
1973-01-31T00:00:00.000,0.1748846594645313,0.08934844831267527,false
1973-02-01T00:00:00.000,0.12992883849193335,0.08900296082521987,false
1973-02-02T00:00:00.000,0.12281673392653819,0.08031024077796932,false
1973-02-05T00:00:00.000,0.10284191386305358,0.08026227760508442,false
1973-02-06T00:00:00.000,0.10242127973871397,0.08196007442368047,false
1973-02-07T00:00:00.000,0.10278207662572218,0.08221447259319266,false
1973-02-08T00:00:00.000,0.10031676326320416,0.08253952251661081,false
1973-02-09T00:00:00.000,0.10238138606386102,0.09745271134909358,false
1973-02-12T00:00:00.000,0.14143986960624091,0.09878934171451,false
1973-02-13T00:00:00.000,0.14243146635056966,0.1012202745809989,false
1973-02-14T00:00:00.000,0.14734236647041954,0.10424083335356578,false
1973-02-15T00:00:00.000,0.16091444542725017,0.1056843978640874,false
1973-02-16T00:00:00.000,0.16332700744675333,0.10580890154646017,false
1973-02-20T00:00:00.000,0.1674044902668592,0.10532880605460597,false
1973-02-21T00:00:00.000,0.1698104250925041,0.10812381214875523,false
1973-02-22T00:00:00.000,0.1753306037534961,0.10809654052416581,false
1973-02-23T00:00:00.000,0.18103281457334372,0.11076468942542768,false
1973-02-26T00:00:00.000,0.19007485120363782,0.10326997204612161,false
1973-02-27T00:00:00.000,0.1703322431543721,0.11226510564929575,true
1973-02-28T00:00:00.000,0.17996716224545778,0.11618848529680963,false
1973-03-01T00:00:00.000,0.18430050378874768,0.11711836269591318,false
1973-03-02T00:00:00.000,0.18315266372006675,0.1214429068245019,false
1973-03-05T00:00:00.000,0.19773604352731947,0.1181325741060103,false
1973-03-06T00:00:00.000,0.2010090499580583,0.1252569607730599,false
1973-03-07T00:00:00.000,0.21175139995796066,0.1281271093264351,false
1973-03-08T00:00:00.000,0.21991634805118992,0.12722442322811445,false
1973-03-09T00:00:00.000,0.21894784992773342,0.12730962485491193,false
1973-03-12T00:00:00.000,0.21315532853540411,0.12755444650432896,false
1973-03-13T00:00:00.000,0.2136307297616123,0.11997630488594423,false
1973-03-14T00:00:00.000,0.19700328666842104,0.11449451865154815,false
1973-03-15T00:00:00.000,0.19243838360886778,0.11307629155714231,false
1973-03-16T00:00:00.000,0.2035096050887028,0.10703928363723611,false
1973-03-19T00:00:00.000,0.17648385652774073,0.1101171562084738,false
1973-03-20T00:00:00.000,0.19573980589653767,0.1086472051006513,false
1973-03-21T00:00:00.000,0.19448827403073463,0.113495697271518,false
1973-03-22T00:00:00.000,0.22035991929845183,0.12447190489426348,true
1973-03-23T00:00:00.000,0.25345991496117515,0.12533641319059366,false
1973-03-26T00:00:00.000,0.25253439179986015,0.12537637073149713,false
1973-03-27T00:00:00.000,0.25460751027501666,0.13540495231327782,false
1973-03-28T00:00:00.000,0.2875245656707987,0.1267603033516189,false
1973-03-29T00:00:00.000,0.27908138736660976,0.129465118765546,false
1973-03-30T00:00:00.000,0.2913273224189334,0.1303536926773477,false
1973-04-02T00:00:00.000,0.29793018458678694,0.13560432879769088,false
1973-04-03T00:00:00.000,0.3104367937614848,0.13578783849141485,false
1973-04-04T00:00:00.000,0.31712766695710076,0.1275690616854626,false
1973-04-05T00:00:00.000,0.30297572379946613,0.12239821366962918,false
1973-04-06T00:00:00.000,0.28627000041300366,0.1241948664688621,false
1973-04-09T00:00:00.000,0.28604118855635524,0.1314146125979593,false
1973-04-10T00:00:00.000,0.3171822180365473,0.13780100834613768,false
1973-04-11T00:00:00.000,0.3315780509620869,0.13765699987569444,false
1973-04-12T00:00:00.000,0.32068190201342817,0.13754677189399958,false
1973-04-13T00:00:00.000,0.30992893691886253,0.1361646838141195,false
1973-04-16T00:00:00.000,0.3044402998792863,0.13536975507264096,false
1973-04-17T00:00:00.000,0.3042864491645169,0.13156589658109386,false
1973-04-18T00:00:00.000,0.2891931988688554,0.1319347327611724,false
1973-04-19T00:00:00.000,0.28847960336767825,0.1278155690386707,false
1973-04-23T00:00:00.000,0.2705777982201054,0.10936394755785055,false
1973-04-24T00:00:00.000,0.24437137244632842,0.12134527415734561,false
1973-04-25T00:00:00.000,0.24874534266567705,0.13776633959206874,true
1973-04-26T00:00:00.000,0.27047126060290233,0.12948977158597547,false
1973-04-27T00:00:00.000,0.23390601822482998,0.13547745783348297,false
1973-04-30T00:00:00.000,0.2630868468461837,0.1288589584753813,false
1973-05-01T00:00:00.000,0.24044683032629408,0.1274904231738746,false
1973-05-02T00:00:00.000,0.22623878313776893,0.12520344581137396,false
1973-05-03T00:00:00.000,0.21360597726953842,0.13103204284965672,false
1973-05-04T00:00:00.000,0.21201898017672638,0.13646914452256392,false
1973-05-07T00:00:00.000,0.22054181723084307,0.13694264297545344,false
1973-05-08T00:00:00.000,0.22029209519572684,0.1383511696626774,false
1973-05-09T00:00:00.000,0.22215977102471807,0.1346117416895885,false
1973-05-10T00:00:00.000,0.19883967800124175,0.12998718932771092,false
1973-05-11T00:00:00.000,0.18092984553834687,0.13077524766431403,false
1973-05-14T00:00:00.000,0.18971736024946365,0.14775857587714883,true
1973-05-15T00:00:00.000,0.23622969747404415,0.1488858119804537,false
1973-05-16T00:00:00.000,0.234645333401919,0.14888959826841752,false
1973-05-17T00:00:00.000,0.23311140483141338,0.15053370896713325,false
1973-05-18T00:00:00.000,0.23821795904989287,0.16205403402049337,true
1973-05-21T00:00:00.000,0.26438181058930305,0.16066736946978927,false
1973-05-22T00:00:00.000,0.24610137737841495,0.16829716211630794,false
1973-05-23T00:00:00.000,0.25728364582535246,0.16958782162719616,false
1973-05-24T00:00:00.000,0.2825266651302798,0.18478062502303613,true
1973-05-25T00:00:00.000,0.3451893635073637,0.1883950032413548,true
1973-05-29T00:00:00.000,0.3563321463061735,0.18200364609488065,true
1973-05-30T00:00:00.000,0.33103998628485604,0.19175760976462214,true
