ticker,CF,MOS,NTR,ICL,IPI,UAN,SMG,CTVA
CF,1.0,-0.17966468646208802,0.014301814344808634,-0.14535776873445055,0.0024078781127767008,0.13202436837242346,-0.009685339628863646,-0.040347818298278035
MOS,-0.17966468646208802,1.0,-0.09279885722472409,0.19548002913871657,0.23264965567832446,-0.09142198097229513,-0.002283917000398136,0.06135022072822199
NTR,0.014301814344808634,-0.09279885722472409,1.0,-0.12463669145101303,-0.037057131424100886,0.14572540304488496,-0.010193686641571031,-0.042784526093279984
ICL,-0.14535776873445055,0.19548002913871657,-0.12463669145101303,1.0,0.21578034696598958,-0.159211046003806,0.07983633548348278,0.11389015269646806
IPI,0.0024078781127767008,0.23264965567832446,-0.037057131424100886,0.21578034696598958,1.0,-0.16811309118810686,0.04241480188950234,-0.030210976066965205
UAN,0.13202436837242346,-0.09142198097229513,0.14572540304488496,-0.159211046003806,-0.16811309118810686,1.0,-0.15959909585073662,-0.018217050559862488
SMG,-0.009685339628863646,-0.002283917000398136,-0.010193686641571031,0.07983633548348278,0.04241480188950234,-0.15959909585073662,1.0,0.03909093986465048
CTVA,-0.040347818298278035,0.06135022072822199,-0.042784526093279984,0.11389015269646806,-0.030210976066965205,-0.018217050559862488,0.03909093986465048,1.0
