ticker,ret_21d,ret_63d,ret_126d,ret_252d,mom_12_1,resid_mom_63,beta_est,trail_ann_ret,trail_ann_vol,trail_sharpe,trail_n,ret_21d_z,ret_63d_z,ret_126d_z,mom_12_1_z,resid_mom_63_z,momentum_score,momentum_quintile
SCHD,0.0489795744822028,0.05996190869924023,0.07739437603405697,0.23284130542879966,0.17953388454275165,-0.015056881015896001,0.7983012091359154,0.21527685082477732,0.10870657722386651,1.6123849660340084,252,0.39151793738095764,0.06486139219227273,-0.13127200990902893,-0.24959855119505164,-0.08324582996463745,-0.0015474122990975336,3
XLF,0.04052576250772266,0.10507944894414689,0.05633804609166737,0.08654214629735124,0.05420774642413684,-0.017696725325101904,1.2999633808266493,0.30890374053850356,0.6781610121975986,0.3965190208548173,252,0.3228748243913298,0.3665614727152242,-0.20331448850610895,-0.39760061572082184,-0.10108149745776701,-0.0025120609156287664,3
XLP,0.02605039723224256,0.02310270869074249,-0.01747323462919026,0.034370132659875985,0.02856106364270694,0.11532757754492835,0.49721543868961365,0.20298249408320512,0.5858436559069442,0.27820134679258757,252,0.20533800938167032,-0.18161533393711174,-0.45585363593134076,-0.4278876895656782,0.797675003530324,-0.012468729304427283,3
CVX,0.16066144441395158,0.00015601611965521123,0.061137792265427926,0.2452084597159676,0.08551999902888818,-0.07480849124986298,0.887238104114538,0.2460567404480506,0.23136717311713606,0.8906049102468336,252,1.2983504100879673,-0.33505940377897303,-0.18689255686177036,-0.36062287029576523,-0.4869476121476524,-0.01423440659923877,3
UAN,0.14626065031687108,-0.04988859497814779,0.23676071902986062,0.4237401738337483,0.27645283973060053,-0.13938324507302702,1.0397144596987193,0.4326206238758501,0.3974732223407865,0.9877913826839487,252,1.1814190968141052,-0.6697067075989419,0.4139866550996724,-0.1351435326744444,-0.9232361590230197,-0.026536129476525682,3
CB,-0.004492130442361297,0.07698695606302208,0.06283193480789717,0.2979575496025204,0.3131544582858208,-0.005407596549045379,0.9275577726864261,0.2792420059744082,0.19209785855216446,1.2454173501858254,252,-0.042660666775968345,0.17870754011342196,-0.18109618929960855,-0.09180129458147068,-0.018052049900714687,-0.030980532088868057,3
VIG,0.015224523143496205,0.05795246434381962,0.05968043026903591,0.15042890528150665,0.13650213129578548,0.0014328028734413413,0.8653974993330185,0.3302824929698229,0.6203909593318606,0.46790251953775575,252,0.11743426837955297,0.05142427836589945,-0.19187879951281778,-0.30041626900174556,0.028163967155370225,-0.05905451092274814,3
VZ,0.09811857030712079,-0.03069159331172977,-0.019144814790801434,0.06612718174223264,-0.026309717118940923,0.04505952164327376,0.5954678795432399,0.43621528103845464,0.8761971108558185,0.452198798797059,252,0.7905158868017714,-0.5413367451160829,-0.46157280818717356,-0.49268653326082734,0.3229206113565092,-0.07643191768116064,3
DVY,0.03140122723427541,0.05430038763425071,0.04917711881548925,0.17904468467723778,0.14183170735019734,-0.02773339554076524,0.8776952598739016,0.17115160668322715,0.11333725764054145,1.1571799901775053,252,0.24878558421851402,0.02700291515833139,-0.22781500457138684,-0.29412238433457805,-0.16889258468003462,-0.08300829484183082,3
SPLV,0.015151507469637782,0.03664490956920541,0.024547204919490806,0.04145079175517696,0.036471763098175236,0.038921852202218825,0.9095450877122464,0.6215803968198287,1.2456033298751943,0.4669065848419828,252,0.1168413970020244,-0.09105891013137289,-0.3120842029338353,-0.41854566507798435,0.2814524721364625,-0.08467898180094113,3
NTR,0.11247446217088863,-0.06726455413675292,-0.010909073836319894,0.26173063663384855,0.14381146865104255,0.02310131367078828,1.2650002912689933,0.7494284023240234,1.1762586528616885,0.6031227915714573,252,0.9070826037155449,-0.7858993956058306,-0.4333949066693083,-0.29178441426550916,0.17456364394881851,-0.0858864937752569,3
CL,-0.012505429445826777,0.0729764030350637,-0.02935259289860792,0.07802750568635464,0.10180682520679962,0.04419019982850635,0.7477811508994103,0.41895009428746666,1.0268162133258223,0.36905347750602846,252,-0.1077269103327253,0.15188905300378377,-0.49649787052555056,-0.3413891818163368,0.31704718360221124,-0.09533554521372353,3
