regime,n_days,n_assets,avg_pairwise_corr,median_pairwise_corr,diversification_proxy,mean_name_vol,mkt_vol
high_vol_stress,40,60,0.39670645941425287,0.4071509304206168,2.520755526583876,0.32703983837646916,0.20693139005354452
low_vol,109,60,0.10695376919404845,0.1067529779423227,9.349834115576416,0.26072718085508473,0.08827825384721578
normal,91,60,0.14637147124978991,0.14686313240323728,6.831932421403705,0.26333775287236866,0.1014667109247157
