roe,roic,debt_to_equity,debt_to_assets,equity_multiplier,pm_x_at,leverage_boost,leverage_share_of_roe,roe_quality,leverage_flag,dupont_identity,ticker,ev_ebitda,pb_ratio,mktcap_to_assets
0.25,0.12,1.5,0.6,2.5,0.1,0.15,0.6,leverage_driven,levered-assets,ROE = PM × AT × EM,WM,,9.15,2.584
0.25,0.18,0.7,0.412,1.7,0.1471,0.1029,0.412,mixed,mixed-assets,ROE = PM × AT × EM,UNH,,3.64,1.27
0.25,0.12,1.2,0.545,2.2,0.1136,0.1364,0.545,leverage_driven,levered-assets,ROE = PM × AT × EM,TGT,10.0,3.5,1.273
0.25,0.22,0.1,0.091,1.1,0.2273,0.0227,0.091,high_ops,cheap-assets,ROE = PM × AT × EM,GOOGL,,6.89,
0.25,0.1,2.0,0.667,3.0,0.0833,0.1667,0.667,leverage_driven,levered-assets,ROE = PM × AT × EM,IBM,,5.98,1.586
0.25,0.12,1.2,0.545,2.2,0.1136,0.1364,0.545,leverage_driven,levered-assets,ROE = PM × AT × EM,MMM,,30.64,2.261
0.24426509081086864,0.19339325752539716,0.2630486395255575,0.208,1.263,0.1934,0.0509,0.208,high_ops,cheap-assets,ROE = PM × AT × EM,ACN,9.029436100621925,3.5470015551594916,1.6439694929225774
0.2439349658088131,0.21049925320143972,0.15884005334392645,0.137,1.159,0.2105,0.0334,0.137,high_ops,cheap-assets,ROE = PM × AT × EM,NEM,5.923672510238609,2.792465446165389,1.7073759948510057
0.24318405704298882,0.23334656292152456,0.04215829879085315,0.04,1.042,0.2333,0.0098,0.04,high_ops,cheap-assets,ROE = PM × AT × EM,JKHY,12.65679808493453,5.236350586018611,3.664451715174959
0.24102618467083642,0.1349245440896332,0.7863776105162726,0.44,1.786,0.1349,0.1061,0.44,mixed,mixed-assets,ROE = PM × AT × EM,WMT,23.086468003870834,11.108973637637423,3.6183845115564823
0.23822109658429735,0.14386226282501757,0.6558970497638442,0.396,1.656,0.1439,0.0944,0.396,mixed,mixed-assets,ROE = PM × AT × EM,PH,21.626708109092544,7.709153207699842,3.6710133710775117
0.237453531598513,0.1394650655021834,0.7026022304832714,0.413,1.703,0.1395,0.098,0.413,mixed,mixed-assets,ROE = PM × AT × EM,APA,4.67406810507304,3.193675379628795,1.1404595525683665
0.23667772036708568,0.07841684339627462,2.018200046271304,0.669,3.018,0.0784,0.1583,0.669,leverage_driven,levered-assets,ROE = PM × AT × EM,CCL,8.700900453141964,2.963858529163913,0.7358572709594174
0.234350810573974,0.10540075408242357,1.2234263180955163,0.55,2.223,0.1054,0.129,0.55,leverage_driven,levered-assets,ROE = PM × AT × EM,CRM,16.187808241965556,5.539166447408394,1.7775905823680762
0.23407067656965722,0.20716420270808225,0.12987993828011504,0.115,1.13,0.2072,0.0269,0.115,high_ops,cheap-assets,ROE = PM × AT × EM,RMD,14.519984953430534,5.000948571825035,3.6958856689947144
0.23387766881520292,0.23387766881520292,,,,,,,unknown,,ROE = PM × AT × EM,ERIE,,4.463051688590647,3.0955220890859407
0.2336909805934411,0.03230960568323625,6.232863900740547,0.862,7.233,0.0323,0.2014,0.862,leverage_driven,levered-assets,ROE = PM × AT × EM,NCLH,8.81459212912982,3.531340840845384,0.36084545519613614
0.23283096721853414,0.2276386513518679,0.022809465070324574,0.022,1.023,0.2276,0.0052,0.022,high_ops,cheap-assets,ROE = PM × AT × EM,MNST,25.39274155380266,8.120337176968677,6.535366909955163
0.2324581606018732,0.13453592215755097,0.7278519883310303,0.421,1.728,0.1345,0.0979,0.421,mixed,mixed-assets,ROE = PM × AT × EM,PODD,26.594928095205084,11.158067663523099,4.8655928422955235
0.23055292824458704,0.09525267993874426,1.4204350826963879,0.587,2.42,0.0953,0.1353,0.587,leverage_driven,levered-assets,ROE = PM × AT × EM,HUBB,22.352381524299425,7.066132005452299,2.3334066445044694
0.22985019075090724,0.17750535347293084,0.2948915976551596,0.228,1.295,0.1775,0.0523,0.228,high_ops,cheap-assets,ROE = PM × AT × EM,CBOE,15.109749177413226,5.462643501796378,2.6514836464963807
0.22894651071135858,0.22688400479489915,0.009090574359016319,0.009,1.009,0.2269,0.0021,0.009,high_ops,cheap-assets,ROE = PM × AT × EM,ODFL,23.605744237123478,9.224573313189415,7.174461944259052
0.22887373952563556,0.09638446125781273,1.3745916773185627,0.579,2.375,0.0964,0.1325,0.579,leverage_driven,levered-assets,ROE = PM × AT × EM,CSX,15.87557901278545,6.252530218980832,1.9686117815965676
0.22769137852936736,0.1597626867252887,0.42518496149781065,0.298,1.425,0.1598,0.0679,0.298,high_ops,cheap-assets,ROE = PM × AT × EM,TEL,12.83921124798483,4.413025748066265,2.242230113497727
0.22488447715214788,0.06454993531906532,2.4838838496206286,0.713,3.484,0.0645,0.1603,0.713,leverage_driven,levered-assets,ROE = PM × AT × EM,EIX,7.0741178565033085,1.6152259148487071,0.29440574665318014
0.22406375407372212,0.20321429240598826,0.10259840201633104,0.093,1.103,0.2032,0.0208,0.093,high_ops,cheap-assets,ROE = PM × AT × EM,VRTX,20.803885640992473,5.85346856847352,4.279284147495411
0.22281639928698752,0.061351061931108335,2.631826284232701,0.725,3.632,0.0614,0.1615,0.725,leverage_driven,levered-assets,ROE = PM × AT × EM,IQV,13.077100963981785,5.1537858047201,1.0643556842450967
0.2224492616111805,0.10554046244042808,1.1077154341325837,0.526,2.108,0.1055,0.1169,0.526,leverage_driven,levered-assets,ROE = PM × AT × EM,PSA,19.59637732691126,6.468033464699418,2.9547584484154457
0.22232975092955737,0.18182196859249386,0.22278816278714408,0.182,1.223,0.1818,0.0405,0.182,high_ops,cheap-assets,ROE = PM × AT × EM,HIG,,1.8503446970719308,0.41289587122072696
0.22221144990062533,0.16651531112644846,0.334480585583402,0.251,1.334,0.1665,0.0557,0.251,high_ops,cheap-assets,ROE = PM × AT × EM,INTU,15.60073083792719,5.128724626584316,2.6900701836208456
0.22098938902078588,0.0970972995412307,1.2759581375066622,0.561,2.276,0.0971,0.1239,0.561,leverage_driven,levered-assets,ROE = PM × AT × EM,STZ,10.332831327437834,2.8487996400293394,1.0637690279494594
0.22,0.18,0.2,0.167,1.2,0.1833,0.0367,0.167,high_ops,cheap-assets,ROE = PM × AT × EM,BLK,16.0,3.5,1.077
0.22,0.15,0.45,0.31,1.45,0.1517,0.0683,0.31,high_ops,cheap-assets,ROE = PM × AT × EM,JNJ,,7.26,3.339
0.22,0.12,0.9,0.474,1.9,0.1158,0.1042,0.474,mixed,mixed-assets,ROE = PM × AT × EM,MKC,,1.96,1.054
0.21856540084388185,0.06437581557198782,2.3951476793248947,0.705,3.395,0.0644,0.1542,0.705,leverage_driven,levered-assets,ROE = PM × AT × EM,HOOD,40.92689491757527,8.363333217341266,1.4020229690609232
0.21641972309934418,0.12981399640619687,0.6671524572909077,0.4,1.667,0.1298,0.0866,0.4,mixed,mixed-assets,ROE = PM × AT × EM,CMI,15.238124121489754,5.992100773937774,2.148597377236332
0.21490147783251232,0.06448930567746108,2.3323583743842367,0.7,3.332,0.0645,0.1504,0.7,leverage_driven,levered-assets,ROE = PM × AT × EM,WMB,15.338720593992688,6.800903774499685,1.4832772388037385
0.21280097003291182,0.1373316192499022,0.5495409665685086,0.355,1.55,0.1373,0.0755,0.355,mixed,mixed-assets,ROE = PM × AT × EM,MLM,19.603342966199317,3.0001706291811514,1.6259080067836458
0.21048790971521106,0.10927121388243109,0.9262887473885185,0.481,1.926,0.1093,0.1012,0.481,mixed,mixed-assets,ROE = PM × AT × EM,ECL,21.330609542445558,7.463540774575827,2.981738279225702
0.20943882134515182,0.06943313809192891,2.0164101335569264,0.668,3.016,0.0694,0.14,0.668,leverage_driven,levered-assets,ROE = PM × AT × EM,UAL,12.117563434904115,2.6434832061828333,0.5219198417107305
0.20791796401223478,0.20389921983019385,0.019709463260269976,0.019,1.02,0.2039,0.004,0.019,high_ops,cheap-assets,ROE = PM × AT × EM,GRMN,18.885803737043915,5.073665317200638,4.0100338935878925
0.20546531678109314,0.13930303988020903,0.47495214000914204,0.322,1.475,0.1393,0.0662,0.322,high_ops,cheap-assets,ROE = PM × AT × EM,AMZN,12.462747578487619,5.06972675270539,2.44415219684611
0.20372768024893176,0.12078765600634248,0.6866597712454505,0.407,1.687,0.1208,0.0829,0.407,mixed,mixed-assets,ROE = PM × AT × EM,UHS,5.197509921709255,1.2758106361374044,0.6073373965904242
0.2035639958376691,0.10582189465143012,0.9236472424557752,0.48,1.924,0.1058,0.0977,0.48,mixed,mixed-assets,ROE = PM × AT × EM,WTW,10.956883138200274,3.1573800364481976,0.7943302372529777
0.20232239744434866,0.09601963709871493,1.1070939607524974,0.525,2.107,0.096,0.1063,0.525,leverage_driven,levered-assets,ROE = PM × AT × EM,ETN,25.67387495621711,7.022997000787945,2.5143055977587196
0.20142219282288737,0.1810008544785823,0.11282454109475773,0.101,1.113,0.181,0.0204,0.101,high_ops,cheap-assets,ROE = PM × AT × EM,ACGL,,1.3532573702474535,0.40189314725763586
0.20093342585837806,0.14490980534679548,0.3866102806328935,0.279,1.387,0.1449,0.056,0.279,high_ops,cheap-assets,ROE = PM × AT × EM,CDNS,45.932932229985084,15.071604028344654,8.556102818180685
0.2,0.15,0.8,0.444,1.8,0.1111,0.0889,0.444,mixed,mixed-assets,ROE = PM × AT × EM,HPQ,7.0,1.4,0.6
0.2,0.15,0.6,0.375,1.6,0.125,0.075,0.375,mixed,mixed-assets,ROE = PM × AT × EM,VIG,16.0,4.0,2.0
0.2,0.09,1.5,0.6,2.5,0.08,0.12,0.6,leverage_driven,levered-assets,ROE = PM × AT × EM,CPB,10.0,2.5,0.9
0.2,0.08,1.8,0.643,2.8,0.0714,0.1286,0.643,leverage_driven,levered-assets,ROE = PM × AT × EM,VZ,,1.85,0.509
0.2,0.1,1.0,0.5,2.0,0.1,0.1,0.5,mixed,mixed-assets,ROE = PM × AT × EM,DG,,3.16,1.551
0.2,0.12,0.5,0.333,1.5,0.1333,0.0667,0.333,high_ops,cheap-assets,ROE = PM × AT × EM,UAN,6.0,2.5,1.127
0.19853973602920527,0.1349622983678534,0.4710755405784892,0.32,1.471,0.135,0.0636,0.32,high_ops,cheap-assets,ROE = PM × AT × EM,A,17.390602255411878,4.573485204313129,2.493100774980337
0.19436609263657958,0.18677389730467114,0.040649124109263655,0.039,1.041,0.1868,0.0076,0.039,high_ops,cheap-assets,ROE = PM × AT × EM,TROW,4.909016055023646,1.7708011479570662,1.325990860294732
0.19405382818547365,0.18115503105818845,0.07120308529075303,0.066,1.071,0.1812,0.0129,0.066,high_ops,cheap-assets,ROE = PM × AT × EM,FFIV,16.85228717163898,4.505035741683776,2.5304404262081572
0.19347233571464728,0.1328192590018481,0.45665874940587675,0.313,1.457,0.1328,0.0607,0.313,high_ops,cheap-assets,ROE = PM × AT × EM,GL,,1.76851794950883,0.34750271327952936
0.1927242018368405,0.1492018852859386,0.29170084860183476,0.226,1.292,0.1492,0.0435,0.226,high_ops,cheap-assets,ROE = PM × AT × EM,WRB,,2.5025735601489827,0.5500087140455863
0.18891712928901078,0.17106259273839444,0.1043742893451943,0.095,1.104,0.1711,0.0179,0.095,high_ops,cheap-assets,ROE = PM × AT × EM,WST,28.567033981215538,8.443718275191982,6.193800016308278
0.187683284457478,0.060101079087556346,2.122793921620901,0.68,3.123,0.0601,0.1276,0.68,leverage_driven,levered-assets,ROE = PM × AT × EM,TMUS,9.191408005255173,3.197710922696924,0.8425037581562536
0.18618974298235225,0.09885548987548735,0.8834537486675352,0.469,1.883,0.0989,0.0873,0.469,mixed,mixed-assets,ROE = PM × AT × EM,PPG,11.650767423343389,3.1935055316264043,1.19653710852586
0.18585496866606982,0.18545649455065213,0.0021486123545210387,0.002,1.002,0.1855,0.0004,0.002,high_ops,cheap-assets,ROE = PM × AT × EM,IBKR,2.630643878240787,5.344387474533882,0.1364504708376803
0.18516238330781717,0.18416239832659792,0.005429908549767363,0.005,1.005,0.1842,0.001,0.005,high_ops,cheap-assets,ROE = PM × AT × EM,MPWR,61.352711502824626,14.584842306816418,12.055756443891491
0.1844363658238803,0.14045012839274604,0.31318047149187267,0.238,1.313,0.1405,0.044,0.238,high_ops,cheap-assets,ROE = PM × AT × EM,JBHT,16.876875571689656,7.432580082091059,3.421341679643716
0.1836332520873308,0.10915031672394926,0.6823886324742001,0.406,1.682,0.1092,0.0745,0.406,mixed,mixed-assets,ROE = PM × AT × EM,LIN,18.69494427346505,5.924668419368202,2.647173286929897
0.181113912445565,0.09452379243522573,0.9160669264267706,0.478,1.916,0.0945,0.0866,0.478,mixed,mixed-assets,ROE = PM × AT × EM,DAL,13.588820964597423,2.8539802377669807,0.7212564600373801
0.18105175292153589,0.0832086546207849,1.1758764607679466,0.54,2.176,0.0832,0.0978,0.54,leverage_driven,levered-assets,ROE = PM × AT × EM,RSG,16.05222201223281,5.703734745969751,1.9748769438357694
0.18079423157365188,0.10419563428622765,0.7351420989194829,0.424,1.735,0.1042,0.0766,0.424,mixed,mixed-assets,ROE = PM × AT × EM,CASY,22.082414662690276,7.687722135553472,3.399678899669623
0.1807744874715262,0.0922104480386689,0.9604555808656037,0.49,1.96,0.0922,0.0886,0.49,mixed,mixed-assets,ROE = PM × AT × EM,GEHC,10.107714776699396,2.632903308854758,0.7758179083574336
0.18,0.16,0.1,0.091,1.1,0.1636,0.0164,0.091,high_ops,cheap-assets,ROE = PM × AT × EM,REGN,,2.4,
0.18,0.12,0.4,0.286,1.4,0.1286,0.0514,0.286,high_ops,cheap-assets,ROE = PM × AT × EM,PYPL,,2.47,0.606
0.18,0.12,1.1,0.524,2.1,0.0857,0.0943,0.524,leverage_driven,levered-assets,ROE = PM × AT × EM,BMY,,6.54,1.381
0.18,0.12,0.5,0.333,1.5,0.12,0.06,0.333,high_ops,cheap-assets,ROE = PM × AT × EM,DVN,4.5,1.5,0.9
0.18,0.14,0.7,0.412,1.7,0.1059,0.0741,0.412,mixed,mixed-assets,ROE = PM × AT × EM,SCHD,12.0,3.0,1.5
0.18,0.12,0.8,0.444,1.8,0.1,0.08,0.444,mixed,mixed-assets,ROE = PM × AT × EM,XLP,14.0,4.5,2.0
0.18,0.16,0.55,0.355,1.55,0.1161,0.0639,0.355,mixed,mixed-assets,ROE = PM × AT × EM,PG,18.0,7.5,3.25
0.18,0.14,0.3,0.231,1.3,0.1385,0.0415,0.231,high_ops,cheap-assets,ROE = PM × AT × EM,NUE,6.0,1.6,1.0
0.17786069651741293,0.10962894817540632,0.6223880597014926,0.384,1.622,0.1096,0.0682,0.384,mixed,mixed-assets,ROE = PM × AT × EM,BF.B,8.900473365016612,1.8454008045318262,0.9397658011423792
0.17785039471981365,0.14017952771969194,0.26873301410638023,0.212,1.269,0.1402,0.0377,0.212,high_ops,cheap-assets,ROE = PM × AT × EM,EOG,6.72835844791832,2.4539264292709055,1.4209216920061665
0.1776908227256904,0.058451355908430834,2.0399777723558477,0.671,3.04,0.0585,0.1192,0.671,leverage_driven,levered-assets,ROE = PM × AT × EM,UDR,13.174590670548872,4.348556833083329,1.2448706112949914
0.17701781026875874,0.17515895337743506,0.010612400082787571,0.011,1.011,0.1752,0.0019,0.011,high_ops,cheap-assets,ROE = PM × AT × EM,CPRT,14.272788570183526,3.493582907249028,3.176858158067861
0.1763299240346185,0.15036976970596036,0.17264211004260877,0.147,1.173,0.1504,0.026,0.147,high_ops,cheap-assets,ROE = PM × AT × EM,TTD,12.521625302906662,3.948921716741999,1.6895666818131572
0.17544864452080947,0.1661043499216773,0.05625556828305969,0.053,1.056,0.1661,0.0093,0.053,high_ops,cheap-assets,ROE = PM × AT × EM,CINF,,1.528454929111219,0.5828089771190628
0.17510750119445773,0.11467997559334762,0.5269230769230769,0.345,1.527,0.1147,0.0604,0.345,mixed,mixed-assets,ROE = PM × AT × EM,CHD,22.450780305381876,6.526474844903763,3.0333452174282076
0.17373909796495346,0.11813565469713457,0.4706745259115035,0.32,1.471,0.1181,0.0556,0.32,high_ops,cheap-assets,ROE = PM × AT × EM,PNR,14.908657568616835,3.2490639528753698,1.8148618155769531
0.1727614979855133,0.1727614979855133,,,,,,,unknown,,ROE = PM × AT × EM,ISRG,32.91082289719067,7.842187948731494,6.8248664786283815
0.1711055567510304,0.14120427287380816,0.21175905848079055,0.175,1.212,0.1412,0.0299,0.175,high_ops,cheap-assets,ROE = PM × AT × EM,SNA,13.595900792422505,3.4454495525603246,2.408891942029498
0.17107309486780714,0.09302325581395349,0.8390357698289269,0.456,1.839,0.093,0.078,0.456,mixed,mixed-assets,ROE = PM × AT × EM,FLEX,13.488214403644115,4.662492198561498,1.0872103295285742
0.17084427468767407,0.12788896831069813,0.335879684888995,0.251,1.336,0.1279,0.043,0.251,high_ops,cheap-assets,ROE = PM × AT × EM,RJF,,2.197182922411849,0.3003132100620998
0.17040924114901013,0.1238346395275415,0.3761031792005997,0.273,1.376,0.1238,0.0466,0.273,high_ops,cheap-assets,ROE = PM × AT × EM,AIZ,,1.9218800659282635,0.3153691896210171
0.16943680321428928,0.013161815993531913,11.873360583186642,0.922,12.873,0.0132,0.1563,0.922,leverage_driven,levered-assets,ROE = PM × AT × EM,MGM,19.860947080132537,4.866087019207448,0.3069701823034725
0.16918186206692068,0.16606013040466228,0.018798802907424157,0.018,1.019,0.1661,0.0031,0.018,high_ops,cheap-assets,ROE = PM × AT × EM,FSLR,9.779666427622159,2.4571454828337873,1.894042370830604
0.1675,0.06996345192809726,1.3941071428571428,0.582,2.394,0.07,0.0975,0.582,leverage_driven,levered-assets,ROE = PM × AT × EM,BALL,10.785430474419808,2.8000461251831776,0.7931339555399998
0.16724122492836677,0.08169997776425002,1.0470167741165235,0.511,2.047,0.0817,0.0855,0.511,leverage_driven,levered-assets,ROE = PM × AT × EM,NTRS,,2.373224842370791,0.17738709833458854
0.1671152281404519,0.07192306656250842,1.3235275708831444,0.57,2.324,0.0719,0.0952,0.57,leverage_driven,levered-assets,ROE = PM × AT × EM,FIS,11.773895163300164,1.5004717390821194,0.551307077897963
0.166482388248302,0.11595159515951595,0.43579213394408467,0.304,1.436,0.116,0.0505,0.304,high_ops,cheap-assets,ROE = PM × AT × EM,KEYS,36.6068160941677,9.445269126949539,5.094394176411444
0.16492106294509928,0.10203200009891839,0.6163660693234569,0.381,1.616,0.102,0.0629,0.381,mixed,mixed-assets,ROE = PM × AT × EM,NDSN,20.051472048967117,5.004764646286293,2.6870069329648905
0.16408074741408074,0.09264754368611935,0.771021021021021,0.435,1.771,0.0926,0.0714,0.435,mixed,mixed-assets,ROE = PM × AT × EM,NDAQ,15.410685048307633,3.675224915786924,1.61144787280837
0.1627008652657602,0.03433994260370467,3.737948084054388,0.789,4.738,0.0343,0.1284,0.789,leverage_driven,levered-assets,ROE = PM × AT × EM,KR,10.919035715474227,6.450764878334229,0.8301389941258874
0.16218544268750384,0.08019714624722382,1.0223343382760106,0.506,2.022,0.0802,0.082,0.506,leverage_driven,levered-assets,ROE = PM × AT × EM,NSC,15.504774683368629,4.347477218946015,1.5659666512904917
0.16164914556341534,0.14316437688264327,0.12911569961237387,0.114,1.129,0.1432,0.0185,0.114,high_ops,cheap-assets,ROE = PM × AT × EM,CME,13.22404634053718,2.9941175978549928,0.4078825926801349
0.16153712018832556,0.08276100818564552,0.9518505601813505,0.488,1.952,0.0828,0.0788,0.488,mixed,mixed-assets,ROE = PM × AT × EM,PKG,12.50909421381496,4.094389985380665,1.7428480849636212
0.16,0.12,0.7,0.412,1.7,0.0941,0.0659,0.412,mixed,mixed-assets,ROE = PM × AT × EM,XLV,15.0,4.0,2.2
0.16,0.12,0.4,0.286,1.4,0.1143,0.0457,0.286,high_ops,cheap-assets,ROE = PM × AT × EM,AFL,8.5,1.5,0.15
0.16,0.12,0.3,0.231,1.3,0.1231,0.0369,0.231,high_ops,cheap-assets,ROE = PM × AT × EM,MU,6.5,1.8,0.9
0.16,0.12,0.25,0.2,1.25,0.128,0.032,0.2,high_ops,cheap-assets,ROE = PM × AT × EM,XOM,6.5,2.0,1.211
0.16,0.12,0.6,0.375,1.6,0.1,0.06,0.375,mixed,mixed-assets,ROE = PM × AT × EM,HEI,28.0,7.0,4.0
0.15897649261493654,0.0871419449005656,0.824339504888704,0.452,1.824,0.0871,0.0718,0.452,mixed,mixed-assets,ROE = PM × AT × EM,CRH,10.649248599080014,2.9617409060536715,1.2157644944152206
0.15848835377911555,0.03561905136474475,3.4495388761528094,0.775,4.45,0.0356,0.1229,0.775,leverage_driven,levered-assets,ROE = PM × AT × EM,MS,,2.23922847785654,0.16182468254459764
0.1579371114192423,0.06304343944723169,1.5052108959162678,0.601,2.505,0.063,0.0949,0.601,leverage_driven,levered-assets,ROE = PM × AT × EM,OKE,11.339773623527106,2.517077793541935,0.8251001895842858
0.15784667366786906,0.07021213936815168,1.2481393543673804,0.555,2.248,0.0702,0.0876,0.555,leverage_driven,levered-assets,ROE = PM × AT × EM,EFX,12.535575538733145,4.257157855014424,1.5562939488669632
0.156249007968001,0.10445005623580841,0.49592076442017713,0.332,1.496,0.1045,0.0518,0.332,high_ops,cheap-assets,ROE = PM × AT × EM,SPGI,14.911045734803904,3.605785582157238,1.8056441615034362
0.1559850487738171,0.0922720163943267,0.6904913848117422,0.408,1.69,0.0923,0.0637,0.408,mixed,mixed-assets,ROE = PM × AT × EM,FOXA,5.01357770409944,1.0620209796675955,0.5347889696540354
0.1559850487738171,0.0922720163943267,0.6904913848117422,0.408,1.69,0.0923,0.0637,0.408,mixed,mixed-assets,ROE = PM × AT × EM,FOX,5.031332170396761,1.0670645494535789,0.53732869866209
0.15551537070524413,0.0856171012969774,0.8164054651396424,0.449,1.816,0.0856,0.0699,0.449,mixed,mixed-assets,ROE = PM × AT × EM,BKR,10.948702941043306,2.7674005897377936,1.0470051490022805
0.15491783758037628,0.0685638998682477,1.2594665396522982,0.557,2.259,0.0686,0.0864,0.557,leverage_driven,levered-assets,ROE = PM × AT × EM,CBRE,21.88934801756529,4.6443078821851564,1.2800005774208574
0.15471147838680788,0.034269162771878775,3.5145975528110625,0.778,4.515,0.0343,0.1204,0.778,leverage_driven,levered-assets,ROE = PM × AT × EM,ARES,16.478154382183572,5.957545462335548,0.8445771651645276
0.15350573917853685,0.13409035999033583,0.1447932512792145,0.126,1.145,0.1341,0.0194,0.126,high_ops,cheap-assets,ROE = PM × AT × EM,CTSH,4.510410533489274,1.206313373556424,0.8377288839554864
0.15290346907993968,0.0835651725914477,0.8297511312217195,0.453,1.83,0.0836,0.0693,0.453,mixed,mixed-assets,ROE = PM × AT × EM,KVUE,12.611929399613395,3.0832245150038218,1.2179506090400143
0.15154422633093897,0.09799219952580092,0.5464927521199077,0.353,1.546,0.098,0.0536,0.353,mixed,mixed-assets,ROE = PM × AT × EM,CIEN,102.89079200614658,25.821121457658833,12.365448074464627
0.15127388535031847,0.0866037649847304,0.7467356687898089,0.428,1.747,0.0866,0.0647,0.428,mixed,mixed-assets,ROE = PM × AT × EM,GLW,53.93005080818636,17.48226778213173,6.662740725317834
0.15053965274519004,0.08612311739912482,0.7479587048334115,0.428,1.748,0.0861,0.0644,0.428,mixed,mixed-assets,ROE = PM × AT × EM,CI,7.698538540877973,1.7091932248973458,0.4637438741875255
0.15,0.1,0.8,0.444,1.8,0.0833,0.0667,0.444,mixed,mixed-assets,ROE = PM × AT × EM,LXU,,1.44,0.558
0.15,0.12,0.7,0.412,1.7,0.0882,0.0618,0.412,mixed,mixed-assets,ROE = PM × AT × EM,USMV,14.0,3.5,1.8
0.15,0.12,1.2,0.545,2.2,0.0682,0.0818,0.545,leverage_driven,levered-assets,ROE = PM × AT × EM,JPM,10.0,1.8,0.15
0.15,0.15,0.2,0.167,1.2,0.125,0.025,0.167,high_ops,cheap-assets,ROE = PM × AT × EM,RF,7.5,1.1,0.12
0.15,0.1,0.2,0.167,1.2,0.125,0.025,0.167,high_ops,cheap-assets,ROE = PM × AT × EM,TSLA,,13.73,
0.14808847224256627,0.08106157793457344,0.8268639226600264,0.453,1.827,0.0811,0.067,0.453,modest,mixed-assets,ROE = PM × AT × EM,HST,7.850482351671566,1.851211180127486,0.9607890167804733
0.14794511333826596,0.06996866599863212,1.1144481065446963,0.527,2.114,0.07,0.078,0.527,modest,mixed-assets,ROE = PM × AT × EM,LITE,100.2727793548816,18.387949404643045,7.779668003210863
0.14729353723076988,0.10349788653621783,0.4231550243224173,0.297,1.423,0.1035,0.0438,0.297,modest,,ROE = PM × AT × EM,DOV,16.521389531898233,3.920828792222256,2.205754655731692
0.14715512045739604,0.03240786412660376,3.5407225814858854,0.78,4.541,0.0324,0.1147,0.78,modest,mixed-assets,ROE = PM × AT × EM,GS,,6.416866873760851,0.3824305393189454
0.14649511350741767,0.1245075076189048,0.17659662705491608,0.15,1.177,0.1245,0.022,0.15,modest,,ROE = PM × AT × EM,PHM,10.389976590736849,2.00838896808533,1.4311099963385407
0.1455040871934605,0.08339840699672028,0.7446866485013623,0.427,1.745,0.0834,0.0621,0.427,modest,mixed-assets,ROE = PM × AT × EM,HAL,9.60822765607124,2.575999431481189,1.098101043077586
0.14521954828321512,0.0885098933743568,0.6407154358327168,0.391,1.641,0.0885,0.0567,0.391,modest,mixed-assets,ROE = PM × AT × EM,SYK,21.255120209011903,5.467301340871622,2.713985818234408
0.14327666151468316,0.12019189212550782,0.19206594538897476,0.161,1.192,0.1202,0.0231,0.161,modest,,ROE = PM × AT × EM,EXE,3.6164294815414806,1.0876265370481606,0.7531513051767676
0.14129856306546035,0.07640837470321606,0.8492549228312932,0.459,1.849,0.0764,0.0649,0.459,modest,mixed-assets,ROE = PM × AT × EM,DGX,12.896539792665768,3.099907417891961,1.375459245107502
0.1401179184824404,0.09138634387748278,0.5332478851576519,0.348,1.533,0.0914,0.0487,0.348,modest,mixed-assets,ROE = PM × AT × EM,FCX,10.390367312149701,4.889485106655219,1.620826087785691
0.14007646854362182,0.05943155919023998,1.3569374664265175,0.576,2.357,0.0594,0.0806,0.576,modest,mixed-assets,ROE = PM × AT × EM,FDX,9.686797726647812,2.4710535688388617,0.7904164497917205
0.14,0.1,0.3,0.231,1.3,0.1077,0.0323,0.231,modest,,ROE = PM × AT × EM,TRV,,2.38,0.605
0.14,0.1,0.5,0.333,1.5,0.0933,0.0467,0.333,modest,,ROE = PM × AT × EM,SCHW,,3.64,
0.14,0.11,0.2,0.167,1.2,0.1167,0.0233,0.167,modest,,ROE = PM × AT × EM,CVX,,2.09,1.487
0.14,0.11,0.8,0.444,1.8,0.0778,0.0622,0.444,modest,mixed-assets,ROE = PM × AT × EM,VYM,11.0,2.5,1.2
0.14,0.11,0.8,0.444,1.8,0.0778,0.0622,0.444,modest,mixed-assets,ROE = PM × AT × EM,SPLV,13.0,3.0,1.5
0.14,0.1,0.5,0.333,1.5,0.0933,0.0467,0.333,modest,,ROE = PM × AT × EM,XLE,7.0,1.8,0.9
0.14,0.1,0.5,0.333,1.5,0.0933,0.0467,0.333,modest,,ROE = PM × AT × EM,CW,14.0,3.0,1.8
0.13991202913520898,0.11664953531560195,0.19942208733767383,0.166,1.199,0.1166,0.0233,0.166,modest,,ROE = PM × AT × EM,AME,21.48625458577329,4.492816951950857,3.0079583915167505
0.13870925240725085,0.10755118545949857,0.2897045422106084,0.225,1.29,0.1076,0.0312,0.225,modest,,ROE = PM × AT × EM,MRVL,31.678327303911196,7.938007290680058,5.3664812190083255
0.13783637488400866,0.09663079717019489,0.4264228270955769,0.299,1.426,0.0966,0.0412,0.299,modest,,ROE = PM × AT × EM,BSX,18.722881391270707,3.606123858732215,2.1029692111169984
0.1376721295894912,0.08169876911488075,0.6851187732816819,0.407,1.685,0.0817,0.056,0.407,modest,mixed-assets,ROE = PM × AT × EM,PWR,37.115878329703044,11.23027279281636,3.825724814499106
