ticker,sector,in_portfolio,defensive_value_index,growth_tech_index,growth_sleeve,roe,roic,debt_to_equity,interest_coverage,earnings_stability,ev_ebitda,pb_ratio,mktcap_to_assets,roe_score,roic_score,leverage_score,stability_score,coverage_score,buffett_roe,buffett_roic,buffett_leverage,buffett_pass,quality_score,ev_score,pb_score,mca_score,trifecta_ev,trifecta_pb,trifecta_mca,trifecta_pass,value_score,debt_to_assets,equity_multiplier,leverage_flag,leverage_score_adj,composite_score,w_current,suggested_w_max,sizing_action,decision
CAG,Consumer Staples,True,True,False,,0.1,0.07,0.9,4.0,0.65,8.5,1.1,0.352,0.4,0.28,0.55,0.65,0.26666666666666666,False,False,True,False,0.4106666666666667,1.0,1.0,1.0,True,True,True,True,1.0,0.474,1.9,mixed-assets,0.0,0.6759,0.1334,0.08,hold,INCLUDE_VALUE
AVGO,,False,False,False,,0.33432165216498844,0.192119162767533,0.7401785816104275,10.691255961844197,3.429920090344694,47.85844996861157,22.61142573718914,11.06742949977033,1.0,0.768476651070132,0.6299107091947862,3.429920090344694,0.7127503974562798,True,True,True,True,1.2107926549975894,0.0,0.0,0.0,False,False,False,False,0.0,0.425,1.74,,0.0,0.6659,0.0,0.08,hold,INCLUDE_QUALITY
CMCSA,,False,False,False,,0.1247730133796776,0.06217248423483435,1.0068847966311287,4.175454545454546,1.3220770201485288,4.934646762916435,0.9549506211399973,0.33282818195206165,0.4990920535187104,0.2486899369393374,0.49655760168443563,1.3220770201485288,0.27836363636363637,False,False,False,False,0.5249661540487226,1.0,1.0,1.0,True,True,True,True,1.0,0.502,2.007,levered-assets,-0.1,0.6387,0.0,0.08,hold,INCLUDE_VALUE
TTD,,False,False,False,,0.1763299240346185,0.15036976970596036,0.17264211004260877,820.0267022696929,1.8348038517374505,12.521625302906662,3.948921716741999,1.6895666818131572,0.705319696138474,0.6014790788238414,0.9136789449786956,1.8348038517374505,1.0,True,True,True,True,0.9043120519961165,0.7391388664513584,0.0,0.0,False,False,False,False,0.2956555465805434,0.147,1.173,,0.0,0.6304,0.0,0.08,hold,INCLUDE_QUALITY
BLK,Financials,False,False,False,,0.22,0.18,0.2,20.0,0.85,16.0,3.5,1.077,0.88,0.72,0.9,0.85,1.0,True,True,True,True,0.8424999999999999,0.4814814814814815,0.11111111111111116,0.2306666666666667,False,False,False,False,0.29512592592592596,0.167,1.2,,0.0,0.5962,0.0,0.05,hold,INCLUDE_QUALITY
TER,,False,False,False,,0.27166284540825547,0.26472453470228574,0.02620954915936556,109.66235600956314,1.5678956046081216,40.57299568409662,14.756055765749915,10.462817835079456,1.0,1.0,0.9868952254203173,1.5678956046081216,1.0,True,True,True,True,1.0832186245042659,0.0,0.0,0.0,False,False,False,False,0.0,0.026,1.026,,0.0,0.5958,0.0,0.05,hold,INCLUDE_QUALITY
MRK,Health Care,False,True,False,,0.3,0.18,0.7,12.0,0.84,12.0,6.5,2.636,1.0,0.72,0.65,0.84,0.8,True,True,True,True,0.8195000000000001,0.7777777777777778,0.0,0.0,False,False,False,False,0.3111111111111111,0.412,1.7,,0.0,0.5907,0.0,0.05,hold,INCLUDE_QUALITY
BAC,Financials,False,True,False,,0.1,0.08,1.1,4.0,0.75,9.0,1.2,0.103,0.4,0.32,0.44999999999999996,0.75,0.26666666666666666,False,False,False,False,0.42266666666666663,1.0,1.0,1.0,True,True,True,True,1.0,0.524,2.1,levered-assets,-0.1,0.5825,0.0,0.05,hold,INCLUDE_VALUE
QCOM,,False,False,False,,0.33476751753561357,0.21568673127096533,0.5521006580374576,17.272859216255444,0.7143726379838022,15.197156965299055,7.015311770570521,3.382249253934134,1.0,0.8627469250838613,0.7239496709812712,0.7143726379838022,1.0,True,True,True,True,0.8745724238699194,0.5409513359037738,0.0,0.0,False,False,False,False,0.2163805343615095,0.356,1.552,,0.0,0.5784,0.0,0.05,hold,INCLUDE_QUALITY
INTU,,False,False,False,,0.22221144990062533,0.16651531112644846,0.334480585583402,24.848979591836734,1.2339161308288418,15.60073083792719,5.128724626584316,2.6900701836208456,0.8888457996025013,0.6660612445057938,0.8327597072082991,1.2339161308288418,1.0,True,True,True,True,0.8764734889380597,0.5110569749683563,0.0,0.0,False,False,False,False,0.20442278998734253,0.251,1.334,,0.0,0.5741,0.0,0.05,hold,INCLUDE_QUALITY
ABNB,,False,False,False,,0.3296228391828182,0.24749262536873157,0.3318491356731273,,1.1719936445159844,18.62393106214169,6.911502005378635,1.9672069969088735,1.0,0.9899705014749263,0.8340754321634364,1.1719936445159844,0.5,True,True,True,True,0.947901511944391,0.2871162176191341,0.0,0.0,False,False,False,False,0.11484648704765364,0.249,1.332,,0.0,0.573,0.0,0.05,hold,INCLUDE_QUALITY
SNDK,,False,False,False,,0.3271394352907019,0.32287413138476967,0.013210423169049865,46.982142857142854,0.2865532919247681,16.734630466680198,6.829306149723443,5.510240165431324,1.0,1.0,0.993394788415475,0.2865532919247681,1.0,True,True,True,True,0.8919922120510364,0.42706440987554095,0.0,0.0,False,False,False,False,0.1708257639502164,0.013,1.013,,0.0,0.5675,0.0,0.05,hold,INCLUDE_QUALITY
SMCI,Information Technology,True,False,True,growth_ai,0.3,0.22,0.2,20.0,0.4,,2.22,1.724,1.0,0.88,0.9,0.4,1.0,True,True,True,True,0.8590000000000001,0.0,0.6799999999999999,0.0,False,False,False,False,0.204,0.167,1.2,,0.0,0.5643,0.1129,0.05,hold,INCLUDE_QUALITY
