ticker,sector,in_portfolio,defensive_value_index,growth_tech_index,growth_sleeve,roe,roic,debt_to_equity,interest_coverage,earnings_stability,ev_ebitda,pb_ratio,mktcap_to_assets,roe_score,roic_score,leverage_score,stability_score,coverage_score,buffett_roe,buffett_roic,buffett_leverage,buffett_pass,quality_score,ev_score,pb_score,mca_score,trifecta_ev,trifecta_pb,trifecta_mca,trifecta_pass,value_score,debt_to_assets,equity_multiplier,leverage_flag,leverage_score_adj,composite_score,w_current,suggested_w_max,sizing_action,decision
TROW,,False,False,False,,0.19436609263657958,0.18677389730467114,0.040649124109263655,,7.623200931998492,4.909016055023646,1.7708011479570662,1.325990860294732,0.7774643705463183,0.7470955892186846,0.9796754379453682,7.623200931998492,0.5,True,True,True,True,1.79779944342108,1.0,0.8796439342413039,0.0,True,False,False,False,0.6638931802723912,0.039,1.041,,0.0,1.2875,0.0,0.12,prefer_add,INCLUDE_QUALITY
FTNT,,False,False,False,,1.367223260911611,1.035498046875,0.32035329765972537,146.6888888888889,9.038039838940048,39.39099403153199,72.66655134502857,10.379501969875664,1.0,1.0,0.8398233511701373,9.038039838940048,1.0,True,True,True,True,2.1816794785165277,0.0,0.0,0.0,False,False,False,False,0.0,0.243,1.32,,0.0,1.1999,0.0,0.12,prefer_add,INCLUDE_QUALITY
ALLE,,False,False,False,,0.3108656660058529,0.15871026821215992,0.9586991409421316,8.866931479642503,8.222787656414173,13.189105294312908,5.639015638752486,2.2285514349091584,1.0,0.6348410728486397,0.5206504295289343,8.222787656414173,0.5911287653095002,True,True,True,True,1.861080911277008,0.6896959041249697,0.0,0.0,False,False,False,False,0.2758783616499879,0.489,1.959,,0.0,1.1477,0.0,0.12,prefer_add,INCLUDE_QUALITY
ADP,,False,False,False,,0.6843199319695753,0.40819681370707145,0.676446040219839,13.531976100907281,6.8638997449026515,12.132771698141536,12.632305631674969,1.2439699025761228,1.0,1.0,0.6617769798900806,6.8638997449026515,0.9021317400604854,True,True,True,True,1.8190646827249584,0.767942837174701,0.0,0.00804012989850289,False,False,False,False,0.3095891738394313,0.404,1.676,,0.0,1.1398,0.0,0.12,prefer_add,INCLUDE_QUALITY
FFIV,,False,False,False,,0.19405382818547365,0.18115503105818845,0.07120308529075303,,8.519671315382658,16.85228717163898,4.505035741683776,2.5304404262081572,0.7762153127418946,0.7246201242327538,0.9643984573546235,8.519671315382658,0.5,True,True,True,True,1.9228610970029867,0.41834909839711254,0.0,0.0,False,False,False,False,0.16733963935884502,0.066,1.071,,0.0,1.1329,0.0,0.12,prefer_add,INCLUDE_QUALITY
FSLR,,False,False,False,,0.16918186206692068,0.16606013040466228,0.018798802907424157,48.29010362694301,6.165426837458695,9.779666427622159,2.4571454828337873,1.894042370830604,0.6767274482676827,0.6642405216186491,0.9906005985462879,6.165426837458695,1.0,True,True,True,True,1.5756945063666472,0.9422469312872475,0.5746020076294278,0.0,False,False,False,False,0.5492793748037273,0.018,1.019,,0.0,1.1138,0.0,0.12,prefer_add,INCLUDE_QUALITY
ACN,,False,False,False,,0.24426509081086864,0.19339325752539716,0.2630486395255575,41.0625500810702,5.902354921905236,9.029436100621925,3.5470015551594916,1.6439694929225774,0.9770603632434746,0.7735730301015886,0.8684756802372212,5.902354921905236,1.0,True,True,True,True,1.6408146083248876,0.9978195481020796,0.09022153104022601,0.0,False,False,False,False,0.42619427855289965,0.208,1.263,,0.0,1.0942,0.0,0.12,prefer_add,INCLUDE_QUALITY
ULTA,,False,False,False,,0.4606418941825797,0.24345670780878398,0.892089555997683,386.3211253941305,6.31950379626824,13.264757184485596,8.952459084581102,3.3509895640611784,1.0,0.9738268312351359,0.5539552220011585,6.31950379626824,1.0,True,True,True,True,1.7231669021109506,0.6840920604084744,0.0,0.0,False,False,False,False,0.27363682416338975,0.471,1.892,,0.0,1.0709,0.0,0.12,prefer_add,INCLUDE_QUALITY
ROST,,False,False,False,,0.3672891194500621,0.20998611462862368,0.7491114595821763,92.84684902523803,7.607495732755955,20.434173687278186,11.566646228038481,4.68850825131809,1.0,0.8399444585144947,0.6254442702089118,7.607495732755955,1.0,True,True,True,True,1.8869243379990783,0.15302417131272694,0.0,0.0,False,False,False,False,0.06120966852509078,0.428,1.749,,0.0,1.0654,0.0,0.12,prefer_add,INCLUDE_QUALITY
NVR,,False,False,False,,0.35448968155432947,0.27258584392302093,0.3004698866696775,57.41353962475497,5.264696187400249,10.215985371096565,5.051059375272452,3.159555068823126,1.0,1.0,0.8497650566651612,5.264696187400249,1.0,True,True,True,True,1.6171691866098117,0.9099270095484026,0.0,0.0,False,False,False,False,0.36397080381936103,0.231,1.3,,0.0,1.0532,0.0,0.12,prefer_add,INCLUDE_QUALITY
DXCM,,False,False,False,,0.3813611047531853,0.24869396487387432,0.5334554055085069,86.33333333333333,5.92467511750281,16.48941501311216,9.695295241833817,3.9371132165729197,1.0,0.9947758594954973,0.7332722972457466,5.92467511750281,1.0,True,True,True,True,1.6971248700609327,0.44522851754724735,0.0,0.0,False,False,False,False,0.17809140701889895,0.348,1.533,,0.0,1.0136,0.0,0.12,prefer_add,INCLUDE_QUALITY
AMP,,False,False,False,,0.6270122343850612,0.32388158988857474,0.9359304571796523,16.217791411042946,5.390386357936187,,6.301031580603821,0.21221161616667536,1.0,1.0,0.5320347714101739,5.390386357936187,1.0,True,True,True,True,1.5883631694019542,0.0,0.0,1.0,False,False,True,False,0.3,0.483,1.936,mixed-assets,0.0,1.0086,0.0,0.12,prefer_add,INCLUDE_QUALITY
GRMN,,False,False,False,,0.20791796401223478,0.20389921983019385,0.019709463260269976,,6.987386656163348,18.885803737043915,5.073665317200638,4.0100338935878925,0.8316718560489391,0.8155968793207754,0.990145268369865,6.987386656163348,0.5,True,True,True,True,1.7408104092908965,0.2677182417004508,0.0,0.0,False,False,False,False,0.10708729668018031,0.019,1.02,,0.0,1.0056,0.0,0.12,prefer_add,INCLUDE_QUALITY
