ticker,preferred,peer,cross,earnings,composite,rank
XLP,0.273224043715847,0.22535211267605634,0.6773049645390071,0.29225352112676056,0.406,504
CAG,0.5355191256830601,0.1619718309859155,0.6773049645390071,0.676056338028169,0.4031,505
HII,0.3570127504553734,0.11971830985915492,0.6773049645390071,0.8767605633802817,0.3968,506
LLY,0.27140255009107467,0.19718309859154928,0.6773049645390071,0.29225352112676056,0.391,507
CVX,0.25136612021857924,0.4507042253521127,0.1773049645390071,0.9788732394366197,0.3872,508
SYF,0.1621129326047359,0.5492957746478874,0.1773049645390071,0.29225352112676056,0.3844,509
LMT,0.23679417122040072,0.16901408450704225,0.6773049645390071,0.29225352112676056,0.376,510
SO,0.11657559198542805,0.528169014084507,0.1773049645390071,0.29225352112676056,0.3732,511
MMM,0.18761384335154827,0.5,0.1773049645390071,0.29225352112676056,0.3582,512
BLK,0.44626593806921677,0.04225352112676056,0.6773049645390071,0.8767605633802817,0.3556,513
