mape,dir_acc,mape_pers,pers_dir,n_train,n_test,secs,tag,ticker,regime,steps,cap,lr,pers_mape,excess
26.72,57.1,5.73,38.8,50,98,19.4,AEP|normal|st=300|cap=50|lr=None,AEP,normal,300,50,,5.73,18.300000000000004
