date,window,avg_corr,median_corr,p10_corr,p90_corr,dispersion
2022-05-20,20,0.6521014411847571,0.6707959677435559,0.4118052132249713,0.8667948050127918,0.17347720639224914
2022-05-23,20,0.6459053235094033,0.6646602738147733,0.40340312146913965,0.8625640780494951,0.1736636901833168
2022-05-24,20,0.6491807350642835,0.6633705220662328,0.420770882069261,0.8605750752453342,0.1662177361466709
2022-05-25,20,0.6260127965076259,0.6423945261131567,0.39074475490386784,0.8491165317321068,0.1778169338551523
2022-05-26,20,0.622609192646941,0.643526787679098,0.3693793669874682,0.8566939938587314,0.1892295239182662
2022-05-27,20,0.6244696029403619,0.6465913800983517,0.348583488535535,0.8617830226713874,0.19578527873624127
2022-05-31,20,0.6266291371068917,0.6584285725417116,0.33803486006615646,0.8697922005281553,0.20432862097088456
2022-06-01,20,0.6228934202558276,0.6536266260095209,0.33498377427291676,0.8750682373518357,0.20484536629637726
2022-06-02,20,0.6197729145717971,0.6497256447848849,0.32633476738693157,0.8747629227532628,0.20606533816073971
2022-06-03,20,0.6107956167068218,0.6540896485036414,0.30043200314939156,0.8763676636396194,0.21883759026851024
2022-06-06,20,0.5817038589835092,0.6263343838519783,0.257011354701183,0.8601265916955734,0.22984861158580916
2022-06-07,20,0.57925649940883,0.6223082068067148,0.2566349236206714,0.8590154156071962,0.2283919233203319
2022-06-08,20,0.4933762509316426,0.5430248354426116,0.09865662531957001,0.8344644702162259,0.2784581653280527
2022-06-09,20,0.507015137236953,0.5493719149114749,0.13327973677334734,0.8317582490492179,0.2625468411657533
2022-06-10,20,0.5349767907034823,0.5711883011150058,0.19941294057784806,0.828926115226364,0.24191642600462562
2022-06-13,20,0.571483757149991,0.6184229567695769,0.22039347627987263,0.8563030721189209,0.24201791302040848
2022-06-14,20,0.5993670402034775,0.6453253663217855,0.27636788688858904,0.8650757808588786,0.23020280386195205
2022-06-15,20,0.6107413375342828,0.6430452051845537,0.32946814549653164,0.8639429119565448,0.21413094894277337
2022-06-16,20,0.5917338012188573,0.6255223445360946,0.2914531180257015,0.8555414077078655,0.22204262340150885
2022-06-17,20,0.6065134225785185,0.6407237360682447,0.30662700055421527,0.8624719079614007,0.21698046380831887
2022-06-21,20,0.6105440000748338,0.6460077337144643,0.2922607752852758,0.8639624429379641,0.21932086560843436
2022-06-22,20,0.6304694281332621,0.6640375976344024,0.3374790690542041,0.8698874760805537,0.20653809205179882
2022-06-23,20,0.6260632670204641,0.663738924583638,0.3158556603261153,0.8762784175108773,0.21229846607320538
2022-06-24,20,0.6300167198399689,0.667778790233319,0.32903050233761527,0.8701072169947959,0.20664078787577975
2022-06-27,20,0.632545639780393,0.6635864897947168,0.3425439301868254,0.872593313789695,0.2049537294846717
2022-06-28,20,0.618755953794802,0.6470371555328689,0.332182416204921,0.8668706117281814,0.20912538965221325
2022-06-29,20,0.5943179159995818,0.6267530619549477,0.295102712251006,0.8477933627218645,0.218609600596322
2022-06-30,20,0.6040505079218386,0.6408469407805287,0.3051782434629617,0.8531103541679101,0.21443669124866915
2022-07-01,20,0.6047814007099601,0.6413032331764692,0.2862645918861053,0.8587709805453936,0.21186525156955627
2022-07-05,20,0.5828799609051225,0.6123787890990653,0.2777024176655317,0.8292896112000547,0.203445976039654
2022-07-06,20,0.5608275798885705,0.5782716681932755,0.2403899120585184,0.8361042415682136,0.21624615287690685
2022-07-07,20,0.5676398980452112,0.5859764657037811,0.26248313852278227,0.8386218322565833,0.21289997064092414
2022-07-08,20,0.585183384683037,0.608707791655378,0.2973045251524996,0.8465884734465009,0.2060648719561139
2022-07-11,20,0.5897328528311214,0.6145748042459558,0.298401871044332,0.8556965771015658,0.20947611459872048
2022-07-12,20,0.5779561519438674,0.6014591945340472,0.27425185685120396,0.8506032317372443,0.2175723825919848
2022-07-13,20,0.5535489870191747,0.571712232577594,0.24652267893183766,0.8358159399849183,0.2209014419490232
2022-07-14,20,0.48565036452240373,0.49208221499328547,0.16574361500058069,0.8113150018420321,0.2359347139957271
2022-07-15,20,0.48559055790122646,0.4884125583111391,0.17924107229074723,0.8083905425822822,0.23278420109569264
2022-07-18,20,0.4827167935471369,0.48964863455066504,0.16828350811419876,0.8082185607663978,0.23573703799257004
2022-07-19,20,0.3865128829745069,0.3677688972141818,0.05120166234720434,0.7498042790450303,0.25418800264349767
2022-07-20,20,0.4340461460718824,0.42050921973956584,0.11892863573036394,0.7739992366386298,0.24314141135773676
2022-07-21,20,0.41450964096427617,0.4131414945049774,0.06840512846416565,0.7619593250876648,0.25805444907719716
2022-07-22,20,0.40478948165414325,0.40773385955968533,0.07781640769943368,0.7464348709549964,0.25558752680122326
2022-07-25,20,0.45177455037528286,0.4528220502269606,0.14827466281973434,0.7723595762224663,0.23560939453865873
2022-07-26,20,0.41770377851714524,0.4261708459891875,0.08648093098208297,0.7460113412316767,0.24283956053386097
2022-07-27,20,0.41974241333704915,0.41653525125238156,0.09544586552630936,0.746274525854878,0.240101520993145
2022-07-28,20,0.43397977075199456,0.4367806224373144,0.11361361927383035,0.7603578192094158,0.2424296486208384
2022-07-29,20,0.43183231214468176,0.4313372752580902,0.13626017431277934,0.756439381838168,0.23757198923891032
2022-08-01,20,0.424928282829945,0.4266014755823587,0.12866113632657467,0.7413759897770928,0.2348898715048657
2022-08-02,20,0.4498705524953906,0.463113410139792,0.13025031352708805,0.7623093683701032,0.24203985520533294
2022-08-03,20,0.4809284960875496,0.48262739785805997,0.2138995395513782,0.7782211849712485,0.2241814408789633
2022-08-04,20,0.46183374841800817,0.46444635710529114,0.16495476994288383,0.7710126033223136,0.2358298688360869
2022-08-05,20,0.4172138074269243,0.41747290764391565,0.10123419004186555,0.7478408986851944,0.24972261270679966
