rebalance_date,ticker,bucket
2013-11-29,PG,5
2013-11-29,PLD,5
2013-11-29,QQQ,5
2013-11-29,SCHD,5
2013-11-29,SCHW,5
2013-11-29,SMCI,5
2013-11-29,UNH,5
2013-11-29,VLO,5
2013-11-29,VYM,5
2013-11-29,XBI,5
2013-11-29,ALL,1
2013-11-29,BMY,1
2013-11-29,CAT,1
2013-11-29,CPB,1
2013-11-29,DE,1
2013-11-29,DG,1
2013-11-29,DVN,1
2013-11-29,HON,1
2013-11-29,IBM,1
2013-11-29,ICL,1
2013-11-29,IPI,1
2013-11-29,JNJ,1
2013-11-29,LLY,1
2013-11-29,LXU,1
2013-11-29,MKC,1
2013-11-29,MTSI,1
2013-11-29,O,1
2013-11-29,RF,1
2013-11-29,SHEL,1
2013-11-29,SO,1
2013-11-29,SPLV,1
2013-11-29,T,1
2013-11-29,TDW,1
2013-11-29,TGT,1
2013-11-29,UAN,1
2013-12-31,ANDE,5
2013-12-31,BAYRY,5
2013-12-31,BLK,5
2013-12-31,BMY,5
2013-12-31,BX,5
2013-12-31,CPB,5
2013-12-31,DD,5
2013-12-31,DG,5
2013-12-31,GOOGL,5
2013-12-31,GSAT,5
2013-12-31,HBAN,5
2013-12-31,IRDM,5
2013-12-31,IYR,5
2013-12-31,LXU,5
2013-12-31,NEE,5
2013-12-31,PLD,5
2013-12-31,PSX,5
2013-12-31,SCHD,5
2013-12-31,SCHW,5
2013-12-31,SMCI,5
2013-12-31,VLO,5
2013-12-31,VUG,5
2013-12-31,VYM,5
2013-12-31,XOM,5
2013-12-31,ALL,1
2013-12-31,BAC,1
2013-12-31,C,1
2013-12-31,CAT,1
2013-12-31,CB,1
2013-12-31,CVX,1
2013-12-31,DVN,1
2013-12-31,ENPH,1
2013-12-31,GIS,1
2013-12-31,HMC,1
2013-12-31,ICL,1
2013-12-31,IPI,1
2013-12-31,JNJ,1
2013-12-31,MKC,1
2013-12-31,O,1
2013-12-31,PFE,1
2013-12-31,PG,1
2013-12-31,SO,1
2013-12-31,SPLV,1
2013-12-31,STM,1
2013-12-31,TTMI,1
2013-12-31,UAN,1
2013-12-31,USMV,1
2013-12-31,VZ,1
2013-12-31,WM,1
2013-12-31,XLE,1
2014-01-31,ANDE,5
2014-01-31,BAC,5
2014-01-31,BX,5
2014-01-31,DD,5
2014-01-31,DVY,5
2014-01-31,ENPH,5
2014-01-31,FITB,5
2014-01-31,GIS,5
2014-01-31,GSAT,5
2014-01-31,HPQ,5
2014-01-31,KMB,5
2014-01-31,MPC,5
2014-01-31,MRK,5
2014-01-31,NEE,5
2014-01-31,NKE,5
2014-01-31,O,5
2014-01-31,PLD,5
2014-01-31,QQQ,5
2014-01-31,RF,5
2014-01-31,SMCI,5
2014-01-31,SPLV,5
2014-01-31,UAN,5
2014-01-31,VLO,5
2014-01-31,XBI,5
2014-01-31,ABBV,1
2014-01-31,AMD,1
2014-01-31,C,1
2014-01-31,CAT,1
2014-01-31,CB,1
2014-01-31,CVX,1
2014-01-31,DE,1
2014-01-31,HMC,1
2014-01-31,IBM,1
2014-01-31,IPI,1
2014-01-31,IYR,1
2014-01-31,JNJ,1
2014-01-31,KO,1
2014-01-31,LXU,1
2014-01-31,MKC,1
2014-01-31,PFE,1
2014-01-31,SCHD,1
2014-01-31,SO,1
2014-01-31,T,1
2014-01-31,TDW,1
2014-01-31,TGT,1
2014-01-31,TRV,1
2014-01-31,TTMI,1
2014-01-31,VIG,1
2014-01-31,WM,1
2014-02-28,AEP,5
2014-02-28,ALL,5
2014-02-28,ANDE,5
2014-02-28,BX,5
2014-02-28,CPB,5
2014-02-28,DD,5
2014-02-28,DVN,5
2014-02-28,ENPH,5
2014-02-28,GSAT,5
2014-02-28,HBAN,5
2014-02-28,IRDM,5
2014-02-28,LLY,5
2014-02-28,NVDA,5
2014-02-28,O,5
2014-02-28,PLD,5
2014-02-28,QQQ,5
2014-02-28,REGN,5
2014-02-28,SCHW,5
2014-02-28,TGT,5
2014-02-28,UAN,5
2014-02-28,USMV,5
2014-02-28,VIG,5
2014-02-28,XBI,5
2014-02-28,XLP,5
2014-02-28,AMD,1
2014-02-28,BAC,1
2014-02-28,BLK,1
2014-02-28,C,1
2014-02-28,CAG,1
2014-02-28,CAT,1
2014-02-28,DE,1
2014-02-28,HMC,1
2014-02-28,IPI,1
2014-02-28,IYR,1
2014-02-28,JNJ,1
2014-02-28,KO,1
2014-02-28,LXU,1
2014-02-28,MTSI,1
2014-02-28,PEP,1
2014-02-28,PFE,1
2014-02-28,SMCI,1
2014-02-28,SO,1
2014-02-28,SPLV,1
2014-02-28,T,1
2014-02-28,TDW,1
2014-02-28,VLO,1
2014-02-28,VYM,1
2014-02-28,WM,1
2014-02-28,XLV,1
2014-03-31,ABBV,5
2014-03-31,ANDE,5
2014-03-31,CAG,5
2014-03-31,DD,5
2014-03-31,DVN,5
2014-03-31,DVY,5
2014-03-31,FITB,5
2014-03-31,GSAT,5
2014-03-31,HPQ,5
2014-03-31,IRDM,5
2014-03-31,JNJ,5
2014-03-31,LXU,5
2014-03-31,MKC,5
2014-03-31,MPC,5
2014-03-31,NEE,5
2014-03-31,PEP,5
2014-03-31,PLD,5
2014-03-31,SCHW,5
2014-03-31,SMG,5
2014-03-31,TSLA,5
2014-03-31,UNH,5
2014-03-31,VLO,5
2014-03-31,VUG,5
2014-03-31,VYM,5
2014-03-31,AEP,1
2014-03-31,ALL,1
2014-03-31,BMY,1
2014-03-31,C,1
2014-03-31,CB,1
2014-03-31,DG,1
2014-03-31,ENPH,1
2014-03-31,FMC,1
2014-03-31,GOOGL,1
2014-03-31,HON,1
2014-03-31,IBM,1
2014-03-31,ICL,1
2014-03-31,IPI,1
2014-03-31,KO,1
2014-03-31,LLY,1
2014-03-31,O,1
2014-03-31,SHEL,1
2014-03-31,SMCI,1
2014-03-31,TDW,1
2014-03-31,TGT,1
2014-03-31,USMV,1
2014-03-31,VIG,1
2014-03-31,WM,1
2014-03-31,XBI,1
2014-03-31,XLP,1
2014-04-30,AEP,5
2014-04-30,AFL,5
2014-04-30,ALL,5
2014-04-30,ANDE,5
2014-04-30,BAYRY,5
2014-04-30,CAT,5
2014-04-30,CB,5
2014-04-30,COST,5
2014-04-30,DD,5
2014-04-30,DVY,5
2014-04-30,GSAT,5
2014-04-30,HPQ,5
2014-04-30,JNJ,5
2014-04-30,MRK,5
2014-04-30,NEE,5
2014-04-30,O,5
2014-04-30,SCHW,5
2014-04-30,SHEL,5
2014-04-30,SMCI,5
2014-04-30,T,5
2014-04-30,TSLA,5
2014-04-30,VLO,5
2014-04-30,VUG,5
2014-04-30,VYM,5
2014-04-30,AMAT,1
2014-04-30,AMD,1
2014-04-30,BAC,1
2014-04-30,BX,1
2014-04-30,CAG,1
2014-04-30,CPB,1
2014-04-30,DE,1
2014-04-30,DVN,1
2014-04-30,ENPH,1
2014-04-30,FITB,1
2014-04-30,HBAN,1
2014-04-30,HMC,1
2014-04-30,HON,1
2014-04-30,ICL,1
2014-04-30,MKC,1
2014-04-30,MTSI,1
2014-04-30,PFE,1
2014-04-30,RF,1
2014-04-30,SO,1
2014-04-30,TDW,1
2014-04-30,TTMI,1
2014-04-30,UAN,1
2014-04-30,USMV,1
2014-04-30,VIG,1
2014-04-30,XBI,1
2014-05-30,ABBV,5
2014-05-30,AEP,5
2014-05-30,ALL,5
2014-05-30,BAYRY,5
2014-05-30,BX,5
2014-05-30,CAG,5
2014-05-30,DD,5
2014-05-30,DVN,5
2014-05-30,ENPH,5
2014-05-30,GIS,5
2014-05-30,GOOGL,5
2014-05-30,GSAT,5
2014-05-30,HBAN,5
2014-05-30,LXU,5
2014-05-30,NEE,5
2014-05-30,NKE,5
2014-05-30,PLD,5
2014-05-30,PSX,5
2014-05-30,QQQ,5
2014-05-30,SMCI,5
2014-05-30,UNH,5
2014-05-30,VIG,5
2014-05-30,VNQ,5
2014-05-30,VYM,5
2014-05-30,AMD,1
2014-05-30,ANDE,1
2014-05-30,BMY,1
2014-05-30,C,1
2014-05-30,CAT,1
2014-05-30,CVX,1
2014-05-30,DE,1
2014-05-30,DG,1
2014-05-30,IBM,1
2014-05-30,ICL,1
2014-05-30,IPI,1
2014-05-30,KO,1
2014-05-30,MKC,1
2014-05-30,MRK,1
2014-05-30,MTSI,1
2014-05-30,O,1
2014-05-30,PFE,1
2014-05-30,PG,1
2014-05-30,SCHW,1
2014-05-30,SO,1
2014-05-30,T,1
2014-05-30,TGT,1
2014-05-30,UAN,1
2014-05-30,USMV,1
2014-05-30,WM,1
2014-06-30,ABBV,5
2014-06-30,AEP,5
2014-06-30,ANDE,5
2014-06-30,BLK,5
2014-06-30,BX,5
2014-06-30,CAT,5
2014-06-30,DD,5
2014-06-30,DVN,5
2014-06-30,DVY,5
2014-06-30,GSAT,5
2014-06-30,IRDM,5
2014-06-30,KO,5
2014-06-30,LLY,5
2014-06-30,LXU,5
2014-06-30,NEE,5
2014-06-30,O,5
2014-06-30,QQQ,5
2014-06-30,SCHW,5
2014-06-30,SMCI,5
2014-06-30,STLD,5
2014-06-30,TSLA,5
2014-06-30,VYM,5
2014-06-30,XBI,5
2014-06-30,XLE,5
2014-06-30,ALL,1
2014-06-30,AMD,1
2014-06-30,BAC,1
2014-06-30,BMY,1
2014-06-30,C,1
2014-06-30,CAG,1
2014-06-30,CB,1
2014-06-30,DE,1
2014-06-30,FMC,1
2014-06-30,GIS,1
2014-06-30,HMC,1
2014-06-30,HON,1
2014-06-30,IBM,1
2014-06-30,ICL,1
2014-06-30,MCD,1
2014-06-30,PFE,1
2014-06-30,PG,1
2014-06-30,PSX,1
2014-06-30,SO,1
2014-06-30,STM,1
2014-06-30,UAN,1
2014-06-30,USMV,1
2014-06-30,VLO,1
2014-06-30,VZ,1
2014-06-30,WM,1
2014-07-31,ANDE,5
2014-07-31,BMY,5
2014-07-31,BX,5
2014-07-31,COST,5
2014-07-31,DD,5
2014-07-31,ENPH,5
2014-07-31,GSAT,5
2014-07-31,HBAN,5
2014-07-31,MPC,5
2014-07-31,PEP,5
2014-07-31,PLD,5
2014-07-31,PSX,5
2014-07-31,QQQ,5
2014-07-31,REGN,5
2014-07-31,SCHW,5
2014-07-31,SMCI,5
2014-07-31,SO,5
2014-07-31,STLD,5
2014-07-31,USMV,5
2014-07-31,VLO,5
2014-07-31,VNQ,5
2014-07-31,VYM,5
2014-07-31,VZ,5
2014-07-31,XLV,5
2014-07-31,ABBV,1
2014-07-31,AMD,1
2014-07-31,BAYRY,1
2014-07-31,BLK,1
2014-07-31,CAT,1
2014-07-31,CPB,1
2014-07-31,DE,1
2014-07-31,DG,1
2014-07-31,FMC,1
2014-07-31,IPI,1
2014-07-31,JNJ,1
2014-07-31,KO,1
2014-07-31,LXU,1
2014-07-31,MCD,1
2014-07-31,MKC,1
2014-07-31,MTSI,1
2014-07-31,O,1
2014-07-31,RF,1
2014-07-31,SPLV,1
2014-07-31,STM,1
2014-07-31,TDW,1
2014-07-31,UAN,1
2014-07-31,VIG,1
2014-07-31,XBI,1
2014-07-31,XLE,1
2014-07-31,XLU,1
2014-08-29,ALL,5
2014-08-29,ANDE,5
2014-08-29,BLK,5
2014-08-29,BX,5
2014-08-29,CAT,5
2014-08-29,DG,5
2014-08-29,DVY,5
2014-08-29,ENPH,5
2014-08-29,GSAT,5
2014-08-29,IRDM,5
2014-08-29,KO,5
2014-08-29,MPC,5
2014-08-29,MRK,5
2014-08-29,NEE,5
2014-08-29,NUE,5
2014-08-29,O,5
2014-08-29,PSX,5
2014-08-29,QQQ,5
2014-08-29,REGN,5
2014-08-29,STLD,5
2014-08-29,TSLA,5
2014-08-29,VLO,5
2014-08-29,VYM,5
2014-08-29,XBI,5
2014-08-29,AMD,1
2014-08-29,BAYRY,1
2014-08-29,BMY,1
2014-08-29,CVX,1
2014-08-29,DE,1
2014-08-29,DVN,1
2014-08-29,FITB,1
2014-08-29,FMC,1
2014-08-29,HBAN,1
2014-08-29,HMC,1
2014-08-29,IBM,1
2014-08-29,ICL,1
2014-08-29,IPI,1
2014-08-29,MCD,1
2014-08-29,PFE,1
2014-08-29,PG,1
2014-08-29,RF,1
2014-08-29,SMCI,1
2014-08-29,SO,1
2014-08-29,SPLV,1
2014-08-29,STM,1
2014-08-29,T,1
2014-08-29,UAN,1
2014-08-29,VIG,1
2014-08-29,WM,1
2014-09-30,ABBV,5
2014-09-30,AEP,5
2014-09-30,BAC,5
2014-09-30,BLK,5
2014-09-30,CAG,5
2014-09-30,CF,5
2014-09-30,DD,5
2014-09-30,GOOGL,5
2014-09-30,GSAT,5
2014-09-30,JNJ,5
2014-09-30,KMB,5
2014-09-30,KO,5
2014-09-30,LLY,5
2014-09-30,MPC,5
2014-09-30,NKE,5
2014-09-30,PEP,5
2014-09-30,PLD,5
2014-09-30,PSX,5
2014-09-30,QQQ,5
2014-09-30,SCHD,5
2014-09-30,SCHW,5
2014-09-30,SMCI,5
2014-09-30,VNQ,5
2014-09-30,VYM,5
2014-09-30,AMD,1
2014-09-30,C,1
2014-09-30,CAT,1
2014-09-30,CPB,1
2014-09-30,CVX,1
2014-09-30,DE,1
2014-09-30,DG,1
2014-09-30,DVY,1
2014-09-30,FITB,1
2014-09-30,FMC,1
2014-09-30,GIS,1
2014-09-30,ICL,1
2014-09-30,IPI,1
2014-09-30,MKC,1
2014-09-30,MTSI,1
2014-09-30,O,1
2014-09-30,PFE,1
2014-09-30,RF,1
2014-09-30,SO,1
2014-09-30,STM,1
2014-09-30,TDW,1
2014-09-30,UAN,1
2014-09-30,VIG,1
2014-09-30,XBI,1
2014-09-30,XLE,1
2014-10-31,AEP,5
2014-10-31,ALL,5
2014-10-31,ANDE,5
2014-10-31,BLK,5
2014-10-31,DD,5
2014-10-31,DVY,5
2014-10-31,GSAT,5
2014-10-31,IRDM,5
2014-10-31,KMB,5
2014-10-31,LXU,5
2014-10-31,MPC,5
2014-10-31,NKE,5
2014-10-31,O,5
2014-10-31,PEP,5
2014-10-31,PSX,5
2014-10-31,QQQ,5
2014-10-31,REGN,5
2014-10-31,SMCI,5
2014-10-31,SPLV,5
2014-10-31,STLD,5
2014-10-31,TSLA,5
2014-10-31,UNH,5
2014-10-31,VLO,5
2014-10-31,XBI,5
2014-10-31,AMD,1
2014-10-31,BX,1
2014-10-31,DE,1
2014-10-31,DVN,1
2014-10-31,FITB,1
2014-10-31,GIS,1
2014-10-31,GOOGL,1
2014-10-31,HMC,1
2014-10-31,IBM,1
2014-10-31,ICL,1
2014-10-31,IPI,1
2014-10-31,JNJ,1
2014-10-31,KO,1
2014-10-31,MKC,1
2014-10-31,MRK,1
2014-10-31,MTSI,1
2014-10-31,PFE,1
2014-10-31,RF,1
2014-10-31,STM,1
2014-10-31,TDW,1
2014-10-31,TGT,1
2014-10-31,UAN,1
2014-10-31,VIG,1
2014-10-31,WM,1
2014-10-31,XLE,1
2014-11-28,ABBV,5
2014-11-28,ALL,5
2014-11-28,BLK,5
2014-11-28,BX,5
2014-11-28,CF,5
2014-11-28,DD,5
2014-11-28,DVN,5
2014-11-28,GSAT,5
2014-11-28,IRDM,5
2014-11-28,KMB,5
2014-11-28,KO,5
2014-11-28,MPC,5
2014-11-28,NEE,5
2014-11-28,PEP,5
2014-11-28,QQQ,5
2014-11-28,REGN,5
2014-11-28,SMCI,5
2014-11-28,TGT,5
2014-11-28,USMV,5
2014-11-28,VLO,5
2014-11-28,VNQ,5
2014-11-28,VYM,5
2014-11-28,XBI,5
2014-11-28,XLU,5
2014-11-28,AMD,1
2014-11-28,ANDE,1
2014-11-28,BAC,1
2014-11-28,BMY,1
2014-11-28,C,1
2014-11-28,CVX,1
2014-11-28,DE,1
2014-11-28,DVY,1
2014-11-28,ENPH,1
2014-11-28,FITB,1
2014-11-28,FMC,1
2014-11-28,GIS,1
2014-11-28,GOOGL,1
2014-11-28,HMC,1
2014-11-28,IBM,1
2014-11-28,ICL,1
2014-11-28,JNJ,1
2014-11-28,MCD,1
2014-11-28,PFE,1
2014-11-28,TDW,1
2014-11-28,TTMI,1
2014-11-28,UAN,1
2014-11-28,VIG,1
2014-11-28,WM,1
2014-11-28,XLE,1
2014-12-31,AEP,5
2014-12-31,ALL,5
2014-12-31,CF,5
2014-12-31,DVN,5
2014-12-31,DVY,5
2014-12-31,GOOGL,5
2014-12-31,GSAT,5
2014-12-31,HBAN,5
2014-12-31,HPQ,5
2014-12-31,ICL,5
2014-12-31,KMB,5
2014-12-31,MPC,5
2014-12-31,O,5
2014-12-31,PG,5
2014-12-31,QQQ,5
2014-12-31,REGN,5
2014-12-31,RF,5
2014-12-31,SCHW,5
2014-12-31,SMCI,5
2014-12-31,SPLV,5
2014-12-31,TGT,5
2014-12-31,UNH,5
2014-12-31,VLO,5
2014-12-31,XBI,5
2014-12-31,AMD,1
2014-12-31,ANDE,1
2014-12-31,BA,1
2014-12-31,BAYRY,1
2014-12-31,C,1
2014-12-31,CAT,1
2014-12-31,CPB,1
2014-12-31,DE,1
2014-12-31,FITB,1
2014-12-31,HMC,1
2014-12-31,IBM,1
2014-12-31,IPI,1
2014-12-31,KO,1
2014-12-31,MCD,1
2014-12-31,MRK,1
2014-12-31,NUE,1
2014-12-31,PFE,1
2014-12-31,PSX,1
2014-12-31,SCHD,1
2014-12-31,STM,1
2014-12-31,TDW,1
2014-12-31,UAN,1
2014-12-31,VYM,1
2014-12-31,VZ,1
2014-12-31,XLE,1
2015-01-30,AEP,5
2015-01-30,ALL,5
2015-01-30,BX,5
2015-01-30,CB,5
2015-01-30,CF,5
2015-01-30,CPB,5
2015-01-30,LRCX,5
2015-01-30,MOS,5
2015-01-30,MPC,5
2015-01-30,O,5
2015-01-30,PEP,5
2015-01-30,QQQ,5
2015-01-30,REGN,5
2015-01-30,SBUX,5
2015-01-30,SMCI,5
2015-01-30,SPLV,5
2015-01-30,T,5
2015-01-30,UNH,5
2015-01-30,USMV,5
2015-01-30,VLO,5
2015-01-30,XBI,5
2015-01-30,XLP,5
2015-01-30,ABBV,1
2015-01-30,AMD,1
2015-01-30,ANDE,1
2015-01-30,BAC,1
2015-01-30,BAYRY,1
2015-01-30,C,1
2015-01-30,CAT,1
2015-01-30,CVX,1
2015-01-30,DE,1
2015-01-30,FITB,1
2015-01-30,FMC,1
2015-01-30,HMC,1
2015-01-30,HON,1
2015-01-30,IBM,1
2015-01-30,IPI,1
2015-01-30,JNJ,1
2015-01-30,NUE,1
2015-01-30,PFE,1
2015-01-30,PG,1
2015-01-30,RF,1
2015-01-30,SCHD,1
2015-01-30,SHEL,1
2015-01-30,TDW,1
2015-01-30,TTMI,1
2015-01-30,VIG,1
2015-02-27,AEP,5
2015-02-27,BLK,5
2015-02-27,IYR,5
2015-02-27,LRCX,5
2015-02-27,LXU,5
2015-02-27,MKC,5
2015-02-27,MOS,5
2015-02-27,MPC,5
2015-02-27,NEE,5
2015-02-27,PEP,5
2015-02-27,PFE,5
2015-02-27,PSX,5
2015-02-27,QQQ,5
2015-02-27,SBUX,5
2015-02-27,SCHW,5
2015-02-27,SMCI,5
2015-02-27,T,5
2015-02-27,UAN,5
2015-02-27,UNH,5
2015-02-27,USMV,5
2015-02-27,VLO,5
2015-02-27,VYM,5
2015-02-27,XBI,5
2015-02-27,XLP,5
2015-02-27,ABBV,1
2015-02-27,AMD,1
2015-02-27,ANDE,1
2015-02-27,BAC,1
2015-02-27,BAYRY,1
2015-02-27,BMY,1
2015-02-27,CAT,1
2015-02-27,CPB,1
2015-02-27,DVY,1
2015-02-27,FITB,1
2015-02-27,FMC,1
2015-02-27,HMC,1
2015-02-27,HON,1
2015-02-27,IBM,1
2015-02-27,ICL,1
2015-02-27,IPI,1
2015-02-27,MRK,1
2015-02-27,NUE,1
2015-02-27,PG,1
2015-02-27,RF,1
2015-02-27,SO,1
2015-02-27,SPLV,1
2015-02-27,STM,1
2015-02-27,TDW,1
2015-02-27,XLE,1
2015-03-31,AEP,5
2015-03-31,ALL,5
2015-03-31,BLK,5
2015-03-31,BX,5
2015-03-31,CAG,5
2015-03-31,DG,5
2015-03-31,GIS,5
2015-03-31,GSAT,5
2015-03-31,LXU,5
2015-03-31,MKC,5
2015-03-31,MPC,5
2015-03-31,NEE,5
2015-03-31,O,5
2015-03-31,PLD,5
2015-03-31,QQQ,5
2015-03-31,SCHW,5
2015-03-31,SMCI,5
2015-03-31,SPLV,5
2015-03-31,TGT,5
2015-03-31,UNH,5
2015-03-31,USMV,5
2015-03-31,VLO,5
2015-03-31,VNQ,5
2015-03-31,XBI,5
2015-03-31,ABBV,1
2015-03-31,AMD,1
2015-03-31,ANDE,1
2015-03-31,BAC,1
2015-03-31,C,1
2015-03-31,CAT,1
2015-03-31,DE,1
2015-03-31,FITB,1
2015-03-31,FMC,1
2015-03-31,HMC,1
2015-03-31,IBM,1
2015-03-31,IPI,1
2015-03-31,JNJ,1
2015-03-31,KO,1
2015-03-31,MCD,1
2015-03-31,MRK,1
2015-03-31,PFE,1
2015-03-31,PG,1
2015-03-31,RF,1
2015-03-31,SCHD,1
2015-03-31,SEDG,1
2015-03-31,SHEL,1
2015-03-31,SO,1
2015-03-31,TDW,1
2015-03-31,UAN,1
2015-03-31,VIG,1
2015-04-30,ABBV,5
2015-04-30,AEP,5
2015-04-30,BLK,5
2015-04-30,BX,5
2015-04-30,CAG,5
2015-04-30,CF,5
2015-04-30,DD,5
2015-04-30,DUK,5
2015-04-30,DVN,5
2015-04-30,GD,5
2015-04-30,GOOGL,5
2015-04-30,IYR,5
2015-04-30,JPM,5
2015-04-30,MPC,5
2015-04-30,MSFT,5
2015-04-30,PEP,5
2015-04-30,QQQ,5
2015-04-30,SBUX,5
2015-04-30,TDW,5
2015-04-30,UNH,5
2015-04-30,USMV,5
2015-04-30,VYM,5
2015-04-30,VZ,5
2015-04-30,XBI,5
2015-04-30,AMD,1
2015-04-30,ANDE,1
2015-04-30,BAYRY,1
2015-04-30,CB,1
2015-04-30,CPB,1
2015-04-30,FMC,1
2015-04-30,GSAT,1
2015-04-30,HMC,1
2015-04-30,IBM,1
2015-04-30,ICL,1
2015-04-30,IPI,1
2015-04-30,JNJ,1
2015-04-30,MCD,1
2015-04-30,PFE,1
2015-04-30,PG,1
2015-04-30,PSX,1
2015-04-30,RF,1
2015-04-30,SEDG,1
2015-04-30,SO,1
2015-04-30,SPLV,1
2015-04-30,STM,1
2015-04-30,TRV,1
2015-04-30,VIG,1
2015-04-30,VLO,1
2015-04-30,WM,1
2015-05-29,AEP,5
2015-05-29,BX,5
2015-05-29,CAG,5
2015-05-29,CF,5
2015-05-29,CPB,5
2015-05-29,GOOGL,5
2015-05-29,HBAN,5
2015-05-29,HON,5
2015-05-29,LXU,5
2015-05-29,MPC,5
2015-05-29,NEE,5
2015-05-29,PSX,5
2015-05-29,QQQ,5
2015-05-29,SBUX,5
2015-05-29,SCHW,5
2015-05-29,SMCI,5
2015-05-29,SPLV,5
2015-05-29,T,5
2015-05-29,TGT,5
2015-05-29,UNH,5
2015-05-29,USMV,5
2015-05-29,VLO,5
2015-05-29,VNQ,5
2015-05-29,XBI,5
2015-05-29,AMD,1
2015-05-29,ANDE,1
2015-05-29,BAYRY,1
2015-05-29,CAT,1
2015-05-29,CB,1
2015-05-29,DE,1
2015-05-29,DVY,1
2015-05-29,ENPH,1
2015-05-29,FITB,1
2015-05-29,FMC,1
2015-05-29,GSAT,1
2015-05-29,HMC,1
2015-05-29,IBM,1
2015-05-29,IPI,1
2015-05-29,JNJ,1
2015-05-29,MCD,1
2015-05-29,MRK,1
2015-05-29,PG,1
2015-05-29,SCHD,1
2015-05-29,SEDG,1
2015-05-29,SHEL,1
2015-05-29,SO,1
2015-05-29,TDW,1
2015-05-29,UAN,1
2015-05-29,XLE,1
2015-06-30,AEP,5
2015-06-30,C,5
2015-06-30,CAG,5
2015-06-30,CF,5
2015-06-30,DE,5
2015-06-30,GOOGL,5
2015-06-30,HBAN,5
2015-06-30,LRCX,5
2015-06-30,MKC,5
2015-06-30,MPC,5
2015-06-30,NKE,5
2015-06-30,O,5
2015-06-30,PSX,5
2015-06-30,QQQ,5
2015-06-30,SCHW,5
2015-06-30,SO,5
2015-06-30,SPLV,5
2015-06-30,T,5
2015-06-30,TGT,5
2015-06-30,UNH,5
2015-06-30,USMV,5
2015-06-30,VLO,5
2015-06-30,VZ,5
2015-06-30,XBI,5
2015-06-30,AMD,1
2015-06-30,ANDE,1
2015-06-30,BAYRY,1
2015-06-30,BLK,1
2015-06-30,CAT,1
2015-06-30,CB,1
2015-06-30,CVX,1
2015-06-30,DVN,1
2015-06-30,DVY,1
2015-06-30,ENPH,1
2015-06-30,FMC,1
2015-06-30,GSAT,1
2015-06-30,HMC,1
2015-06-30,IPI,1
2015-06-30,JNJ,1
2015-06-30,KO,1
2015-06-30,MCD,1
2015-06-30,MRK,1
2015-06-30,NUE,1
2015-06-30,SCHD,1
2015-06-30,SEDG,1
2015-06-30,TDW,1
2015-06-30,UAN,1
2015-06-30,WM,1
2015-06-30,XLU,1
2015-07-31,ALL,5
2015-07-31,C,5
2015-07-31,CAG,5
2015-07-31,CF,5
2015-07-31,GOOGL,5
2015-07-31,KMB,5
2015-07-31,MKC,5
2015-07-31,MPC,5
2015-07-31,NEE,5
2015-07-31,NKE,5
2015-07-31,NVDA,5
2015-07-31,O,5
2015-07-31,PLD,5
2015-07-31,PSX,5
2015-07-31,QQQ,5
2015-07-31,SBUX,5
2015-07-31,SCHW,5
2015-07-31,SMG,5
2015-07-31,SPLV,5
2015-07-31,T,5
2015-07-31,UNH,5
2015-07-31,USMV,5
2015-07-31,VLO,5
2015-07-31,XBI,5
2015-07-31,AMD,1
2015-07-31,ANDE,1
2015-07-31,BAYRY,1
2015-07-31,BLK,1
2015-07-31,CAT,1
2015-07-31,CVX,1
2015-07-31,DVN,1
2015-07-31,DVY,1
2015-07-31,ENPH,1
2015-07-31,FITB,1
2015-07-31,FMC,1
2015-07-31,GSAT,1
2015-07-31,HMC,1
2015-07-31,IPI,1
2015-07-31,IYR,1
2015-07-31,JNJ,1
2015-07-31,LXU,1
2015-07-31,MRK,1
2015-07-31,PEP,1
2015-07-31,PG,1
2015-07-31,RF,1
2015-07-31,SCHD,1
2015-07-31,SEDG,1
2015-07-31,SO,1
2015-07-31,TDW,1
2015-08-31,CAG,5
2015-08-31,CF,5
2015-08-31,CPB,5
2015-08-31,D,5
2015-08-31,GOOGL,5
2015-08-31,HBAN,5
2015-08-31,LLY,5
2015-08-31,LRCX,5
2015-08-31,MKC,5
2015-08-31,MPC,5
2015-08-31,NKE,5
2015-08-31,NUE,5
2015-08-31,NVDA,5
2015-08-31,O,5
2015-08-31,PSX,5
2015-08-31,QQQ,5
2015-08-31,SMCI,5
2015-08-31,SMG,5
2015-08-31,SO,5
2015-08-31,SPLV,5
2015-08-31,SYF,5
2015-08-31,UNH,5
2015-08-31,USMV,5
2015-08-31,VLO,5
2015-08-31,ALL,1
2015-08-31,AMD,1
2015-08-31,ANDE,1
2015-08-31,BAYRY,1
2015-08-31,BLK,1
2015-08-31,CAT,1
2015-08-31,DE,1
2015-08-31,DVN,1
2015-08-31,ENPH,1
2015-08-31,FMC,1
2015-08-31,GSAT,1
2015-08-31,HMC,1
2015-08-31,ICL,1
2015-08-31,IPI,1
2015-08-31,JNJ,1
2015-08-31,LXU,1
2015-08-31,MRK,1
2015-08-31,PFE,1
2015-08-31,PG,1
2015-08-31,RF,1
2015-08-31,SCHD,1
2015-08-31,SCHW,1
2015-08-31,SEDG,1
2015-08-31,SHEL,1
2015-08-31,TDW,1
2015-08-31,VIG,1
2015-09-30,AEP,5
2015-09-30,BMY,5
2015-09-30,CB,5
2015-09-30,CPB,5
2015-09-30,DD,5
2015-09-30,GOOGL,5
