date,equity,cash,drawdown,n_holdings,kill_switch,ann_ret,sharpe
2024-10-14,101729.57,82452.51,0.001,151,,1.7324928744782415,1.800952159768954
2024-10-15,101669.6,82561.13,-0.0006,151,,1.7324928744782415,1.800952159768954
2024-10-16,101821.17,82473.98,0.0009,151,,1.7324928744782415,1.800952159768954
2024-10-17,101820.03,82627.01,-0.0,151,,1.7324928744782415,1.800952159768954
2024-10-18,101851.81,82618.04,0.0003,151,,1.7324928744782415,1.800952159768954
2024-10-21,101679.64,82683.06,-0.0017,151,,1.7324928744782415,1.800952159768954
2024-10-22,101597.51,82526.41,-0.0025,151,,1.7324928744782415,1.800952159768954
2024-10-23,101478.55,82465.94,-0.0037,151,,1.7324928744782415,1.800952159768954
2024-10-24,101474.89,82347.89,-0.0037,151,,1.7324928744782415,1.800952159768954
2024-10-25,101374.75,82363.98,-0.0047,151,,1.7324928744782415,1.800952159768954
2024-10-28,101495.05,82242.74,-0.0035,151,,1.7324928744782415,1.800952159768954
2024-10-29,101485.8,82363.76,-0.0036,151,,1.7324928744782415,1.800952159768954
2024-10-30,101511.89,82347.86,-0.0033,151,,1.7324928744782415,1.800952159768954
2024-10-31,101305.39,82414.06,-0.0054,151,,1.7324928744782415,1.800952159768954
2024-11-01,101410.32,82188.08,-0.0043,151,,1.7324928744782415,1.800952159768954
2024-11-04,101451.93,82287.34,-0.0039,151,,1.7324928744782415,1.800952159768954
2024-11-05,101659.52,82277.97,-0.0019,151,,1.7324928744782415,1.800952159768954
2024-11-06,102188.77,82396.63,0.0033,151,,1.7324928744782415,1.800952159768954
2024-11-07,102194.73,82917.04,0.0001,151,,1.7324928744782415,1.800952159768954
2024-11-08,102246.84,82926.44,0.0005,151,,1.7324928744782415,1.800952159768954
2024-11-11,102343.56,82952.94,0.0009,151,,1.7324928744782415,1.800952159768954
2024-11-12,102226.84,83069.88,-0.0011,151,,1.7324928744782415,1.800952159768954
2024-11-13,102191.1,82959.3,-0.0015,151,,1.7324928744782415,1.800952159768954
2024-11-14,102045.25,82951.33,-0.0029,151,,1.7324928744782415,1.800952159768954
2024-11-15,101885.79,82837.69,-0.0045,151,,1.7324928744782415,1.800952159768954
2024-11-18,101967.66,82660.81,-0.0037,151,,1.7324928744782415,1.800952159768954
2024-11-19,101913.14,82754.54,-0.0042,151,,1.7324928744782415,1.800952159768954
2024-11-20,102004.49,82683.11,-0.0033,151,,1.7324928744782415,1.800952159768954
2024-11-21,102242.5,82728.5,-0.001,151,,1.7324928744782415,1.800952159768954
2024-11-22,102408.43,82936.34,0.0006,151,,1.7324928744782415,1.800952159768954
2024-11-25,102631.33,83058.06,0.0022,151,,1.7324928744782415,1.800952159768954
2024-11-26,102640.97,83279.41,0.0001,151,,1.7324928744782415,1.800952159768954
2024-11-27,102564.83,83305.69,-0.0007,151,,1.7324928744782415,1.800952159768954
2024-11-29,102617.52,83219.39,-0.0002,151,,1.7324928744782415,1.800952159768954
2024-12-02,102601.66,83276.22,-0.0004,151,,1.7324928744782415,1.800952159768954
2024-12-03,102542.63,83269.66,-0.001,151,,1.7324928744782415,1.800952159768954
2024-12-04,102602.4,83199.3,-0.0004,151,,1.7324928744782415,1.800952159768954
2024-12-05,102542.68,83270.52,-0.001,151,,1.7324928744782415,1.800952159768954
2024-12-06,102532.35,83213.18,-0.0011,151,,1.7324928744782415,1.800952159768954
2024-12-09,102442.94,83219.69,-0.0019,151,,1.7324928744782415,1.800952159768954
2024-12-10,102282.94,83160.93,-0.0035,151,,1.7324928744782415,1.800952159768954
2024-12-11,102304.88,82996.22,-0.0033,151,,1.7324928744782415,1.800952159768954
2024-12-12,102186.19,83041.27,-0.0044,151,,1.7324928744782415,1.800952159768954
2024-12-13,102124.74,82933.4,-0.005,151,,1.7324928744782415,1.800952159768954
2024-12-16,102064.77,82882.21,-0.0056,151,,1.7324928744782415,1.800952159768954
2024-12-17,101930.68,82847.9,-0.0069,151,,1.7324928744782415,1.800952159768954
2024-12-18,101380.12,82818.36,-0.0123,151,,1.7324928744782415,1.800952159768954
2024-12-19,101304.0,82281.22,-0.013,151,,1.7324928744782415,1.800952159768954
2024-12-20,101599.15,82148.44,-0.0102,151,,1.7324928744782415,1.800952159768954
2024-12-23,101673.99,82433.76,-0.0094,151,,1.7324928744782415,1.800952159768954
2024-12-24,101812.75,82478.77,-0.0081,151,,1.7324928744782415,1.800952159768954
2024-12-26,101869.65,82607.45,-0.0075,151,,1.7324928744782415,1.800952159768954
2024-12-27,101726.26,82691.29,-0.0089,151,,1.7324928744782415,1.800952159768954
2024-12-30,101531.01,82585.51,-0.0108,151,,1.7324928744782415,1.800952159768954
2024-12-31,101540.71,82386.83,-0.0107,151,,1.7324928744782415,1.800952159768954
2025-01-02,101527.01,82400.4,-0.0109,151,,1.7324928744782415,1.800952159768954
2025-01-03,101707.23,82353.01,-0.0091,151,,1.7324928744782415,1.800952159768954
2025-01-06,101783.99,82518.28,-0.0083,151,,1.7324928744782415,1.800952159768954
2025-01-07,101755.96,82598.91,-0.0086,151,,1.7324928744782415,1.800952159768954
2025-01-08,101792.58,82565.32,-0.0083,151,,1.7324928744782415,1.800952159768954
2025-01-10,101495.84,82657.56,-0.0112,151,,1.7324928744782415,1.800952159768954
2025-01-13,101632.83,82337.28,-0.0098,151,,1.7324928744782415,1.800952159768954
2025-01-14,101762.47,82451.0,-0.0086,151,,1.7324928744782415,1.800952159768954
2025-01-15,101954.27,82541.58,-0.0067,151,,1.7324928744782415,1.800952159768954
2025-01-16,102062.02,82710.64,-0.0056,151,,1.7324928744782415,1.800952159768954
2025-01-17,102148.1,82804.23,-0.0048,151,,1.7324928744782415,1.800952159768954
2025-01-21,102403.17,82842.61,-0.0023,151,,1.7324928744782415,1.800952159768954
2025-01-22,102353.24,83106.15,-0.0028,151,,1.7324928744782415,1.800952159768954
2025-01-23,102409.85,83045.76,-0.0023,151,,1.7324928744782415,1.800952159768954
2025-01-24,102415.13,83102.95,-0.0022,151,,1.7324928744782415,1.800952159768954
2025-01-27,102432.46,83104.99,-0.002,151,,1.7324928744782415,1.800952159768954
2025-01-28,102386.35,83129.37,-0.0025,151,,1.7324928744782415,1.800952159768954
2025-01-29,102366.47,83090.25,-0.0027,151,,1.7324928744782415,1.800952159768954
2025-01-30,102517.94,83039.45,-0.0012,151,,1.7324928744782415,1.800952159768954
2025-01-31,102391.87,83214.02,-0.0024,151,,1.7324928744782415,1.800952159768954
2025-02-03,102232.89,83120.16,-0.004,151,,1.7324928744782415,1.800952159768954
2025-02-04,102258.73,82954.45,-0.0037,151,,1.7324928744782415,1.800952159768954
2025-02-05,102393.93,82956.75,-0.0024,151,,1.7324928744782415,1.800952159768954
2025-02-06,102370.74,83094.63,-0.0026,151,,1.7324928744782415,1.800952159768954
2025-02-07,102263.85,83090.65,-0.0037,151,,1.7324928744782415,1.800952159768954
2025-02-10,102308.42,82976.22,-0.0032,151,,1.7324928744782415,1.800952159768954
2025-02-11,102248.99,83032.5,-0.0038,151,,1.7324928744782415,1.800952159768954
2025-02-12,102108.21,82998.23,-0.0052,151,,1.7324928744782415,1.800952159768954
2025-02-13,102170.71,82846.81,-0.0046,151,,1.7324928744782415,1.800952159768954
2025-02-14,102200.52,82718.68,-0.0043,152,,1.7324928744782415,1.800952159768954
2025-02-18,102394.76,82719.18,-0.0024,152,,1.7324928744782415,1.800952159768954
2025-02-19,102486.63,82885.0,-0.0015,152,,1.7324928744782415,1.800952159768954
2025-02-20,102396.11,82997.42,-0.0024,152,,1.7324928744782415,1.800952159768954
2025-02-21,102098.88,82963.82,-0.0053,152,,1.7324928744782415,1.800952159768954
2025-02-24,102124.55,82654.96,-0.005,152,,1.7324928744782415,1.800952159768954
2025-02-25,102171.28,82675.16,-0.0046,152,,1.7324928744782415,1.800952159768954
2025-02-26,102148.77,82725.4,-0.0048,152,,1.7324928744782415,1.800952159768954
2025-02-27,101983.81,82739.27,-0.0064,152,,1.7324928744782415,1.800952159768954
2025-02-28,102175.51,82538.41,-0.0045,152,,1.7324928744782415,1.800952159768954
2025-03-03,101953.82,82766.48,-0.0067,152,,1.7324928744782415,1.800952159768954
2025-03-04,101569.13,82620.91,-0.0104,152,,1.7324928744782415,1.800952159768954
2025-03-05,101779.51,82191.56,-0.0084,152,,1.7324928744782415,1.800952159768954
2025-03-06,101554.78,82453.76,-0.0106,152,,1.7324928744782415,1.800952159768954
2025-03-07,101729.15,82195.41,-0.0089,152,,1.7324928744782415,1.800952159768954
2025-03-10,101393.4,82428.21,-0.0122,152,,1.7324928744782415,1.800952159768954
2025-03-11,101138.47,82141.85,-0.0146,152,,1.7324928744782415,1.800952159768954
2025-03-12,101049.85,81904.18,-0.0155,152,,1.7324928744782415,1.800952159768954
2025-03-13,100809.6,81856.46,-0.0178,152,,1.7324928744782415,1.800952159768954
2025-03-14,101211.32,81545.81,-0.0139,152,,1.7324928744782415,1.800952159768954
2025-03-17,101485.28,81903.43,-0.0113,152,,1.7324928744782415,1.800952159768954
2025-03-18,101365.42,82185.53,-0.0124,152,,1.7324928744782415,1.800952159768954
2025-03-19,101519.56,82042.91,-0.0109,152,,1.7324928744782415,1.800952159768954
2025-03-20,101442.53,82213.13,-0.0117,152,,1.7324928744782415,1.800952159768954
2025-03-21,101339.57,82153.42,-0.0127,152,,1.7324928744782415,1.800952159768954
2025-03-24,101650.91,81990.62,-0.0096,152,,1.7324928744782415,1.800952159768954
2025-03-25,101569.49,82320.01,-0.0104,152,,1.7324928744782415,1.800952159768954
2025-03-26,101520.54,82247.1,-0.0109,152,,1.7324928744782415,1.800952159768954
2025-03-27,101480.72,82204.64,-0.0113,152,,1.7324928744782415,1.800952159768954
2025-03-28,101128.23,82228.07,-0.0147,152,,1.7324928744782415,1.800952159768954
2025-03-31,101222.2,81860.07,-0.0138,152,,1.7324928744782415,1.800952159768954
2025-04-01,101246.95,81950.8,-0.0136,152,,1.7324928744782415,1.800952159768954
2025-04-02,101418.65,81942.32,-0.0119,152,,1.7324928744782415,1.800952159768954
2025-04-03,100247.12,82337.15,-0.0233,152,,1.7324928744782415,1.800952159768954
2025-04-04,99227.95,81390.31,-0.0333,152,,1.7324928744782415,1.800952159768954
2025-04-07,99138.54,80297.48,-0.0341,152,,1.7324928744782415,1.800952159768954
2025-04-08,98769.86,80338.35,-0.0377,152,,1.7324928744782415,1.800952159768954
2025-04-09,100391.68,79662.84,-0.0219,152,,1.7324928744782415,1.800952159768954
2025-04-10,99650.82,81488.41,-0.0291,152,,1.7324928744782415,1.800952159768954
2025-04-11,100035.01,80698.62,-0.0254,152,,1.7324928744782415,1.800952159768954
2025-04-14,100309.53,80955.3,-0.0227,152,,1.7324928744782415,1.800952159768954
