strategy,crisis_ann_ret,crisis_ann_vol,crisis_sharpe,crisis_max_dd,crisis_cvar_5pct,crisis_var_5pct
defensive_ew,0.0903181520595316,0.8990047682203184,0.10046459735505808,-0.5761342269087601,-0.08165117141725432,-0.02605730885440157
cash_10,0.08128633685357842,0.8091042913982865,0.10046459735505806,-0.5381451441517696,-0.07348605427552889,-0.023451577968961416
cash_20,0.07225452164762527,0.7192038145762548,0.10046459735505806,-0.4967512797390393,-0.06532093713380346,-0.02084584708352126
low_vol_tilt,0.10110356432037952,0.6901856710708562,0.14648748671283265,-0.5990996410984546,-0.07160296224441973,-0.027181317415262668
dividend_etf_30,0.09104710828714438,0.8481307104505948,0.10735032603497269,-0.5691726145473638,-0.08846351778111484,-0.027385636284502895
put_proxy,0.701755495679339,0.7507920356673474,0.9346869204007714,-0.39395475481192743,-0.050310812766613214,-0.016375610383487806
dual_quality,0.10778144426503111,0.843504516896593,0.12777814713023555,-0.7179531228982553,-0.10519095425656394,-0.04324987942318413
tail_combo,0.0857075637935547,0.6486225111154532,0.132137818723191,-0.5501225621836506,-0.07297084258342834,-0.02513202666332235
regime_recommended,0.0857075637935547,0.6486225111154532,0.132137818723191,-0.5501225621836506,-0.07297084258342834,-0.02513202666332235
