drift_5d,drift_20d,drift_63d,n_events,bucket
0.004395084434250689,0.02917285325454345,0.09235360700604733,417,big_beat
-0.0016376986977310263,0.004812864161956402,0.02803800384792661,213,beat
-0.003948794296614294,0.00105616819358045,0.07441857474169526,169,miss
