mean_terminal,median_terminal,p05_terminal,p25_terminal,p75_terminal,p95_terminal,std_terminal,mean_max_dd,p05_max_dd,prob_loss,prob_gain_10pct,n_paths,horizon,n_assets,tickers,vr,seed,regimes,control_control_expect,control_raw_std,control_adj_std,control_vr_ratio,pct_time_low_vol,pct_time_normal,pct_time_high_vol_stress
1.4898350760926766,1.2714182631497537,0.6789235449815733,1.0138393476718057,1.7443436144907865,2.9866402007358,0.7675639763451791,-0.2678680582524142,-0.49776135094314794,0.236,0.669,2000,63,8,"BAYRY,CAG,HMC,KHC,MOS,PFE,SMCI,T","antithetic,control,stratified",42,"low_vol,normal,high_vol_stress",0.9908564328453431,0.7725378845460894,0.7675639763451791,1.0064801219887807,0.3428730158730159,0.39620634920634923,0.26092063492063494
